,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,antal_apo,Kommune_y,Kode,Befolkning,År
326,18133445.212,6136782.4087,40.73,0.1928090241,0.2138398731,188532.20899,0.5131398048,0.779026715,0.8876693187000001,8,Herning,657,88733,2018
334,23781503.738,8038985.0925,41.15,0.2040715165,0.2149254752,181510.26275999998,0.5092898607999999,0.7908333087999999,0.9108858331999999,4,Holstebro,661,58418,2018
338,,,45.35,0.2553255326,0.18501850190000002,177457.97565,0.49739609409999996,0.7812360254,0.9254882323,2,Lemvig,665,20133,2018
340,,,44.66,0.2542212553,0.1937284208,168231.36675,0.47080274689999996,0.7521873392,0.9048070092,1,Struer,671,21270,2018
341,17169250.538,5928108.9825,44.5,0.2488776655,0.19771791989999998,182207.86709,0.4857176333,0.7739476581999999,0.9222495606000001,4,Syddjurs,706,42468,2018
345,,,44.57,0.2425955414,0.17868895969999998,168603.673,0.476371465,0.7308222324,0.9148681693,2,Norddjurs,707,38197,2018
347,17888374.388,6080898.255,40.39,0.1864638029,0.242030843,206133.91663,0.5233658405,0.8287162774,0.9239704329,4,Favrskov,710,48271,2018
351,,,43.22,0.22915104739999997,0.2130981257,190076.49603,0.49427725479999995,0.7924423670999999,0.9190419373000001,2,Odder,727,22626,2018
353,14957807.441,5123396.2255,41.6,0.20271885120000002,0.2006148567,181237.95272,0.48908873270000003,0.7450677911,0.9096712808,11,Randers,730,98265,2018
364,24346023.625,8270582.93,41.06,0.1954134159,0.2224192404,202045.44632000002,0.5107262413,0.7933252023999999,0.9180973704000001,6,Silkeborg,740,92024,2018
370,,,51.09,0.3433767644,0.1490228013,151506.04114000002,0.4474400871,0.74650913,0.9095860565999999,1,Samsø,741,3720,2018
371,14694823.35,4956747.565,39.88,0.1792525898,0.25058895670000003,217098.99300000002,0.5216217527,0.8249468462,0.9290806512,6,Skanderborg,746,61158,2018
377,20103808.017,6819399.317000001,37.15,0.1456540373,0.18419086559999998,198216.05079,0.5108680495,0.7132445654,0.831125443,23,Aarhus,751,340421,2018
400,16275729.787999999,5578849.56,41.38,0.2012741631,0.22137977809999998,183072.66917,0.5032068413,0.775529095,0.8830960595,4,Ikast-Brande,756,41191,2018
404,22046660.588000003,7570635.2475,42.61,0.2210258212,0.2145090462,180963.32367,0.5101006546,0.7909991896999999,0.8960547617,4,Ringkøbing-Skjern,760,57005,2018
408,19044020.138,6465860.475,41.9,0.20170278309999998,0.22215329329999997,198445.24784,0.5258749946,0.8158638120999999,0.9227605706,4,Hedensted,766,46616,2018
412,,,45.09,0.2578542371,0.1889428025,159210.49739,0.4719481667,0.7518176981999999,0.9403131596,2,Morsø,773,20514,2018
414,13073403.107,4402272.2571,43.7,0.2333636206,0.1931464174,173482.28852,0.48861790380000003,0.7604697708,0.9296714245000001,7,Skive,779,46599,2018
421,26977520.9,9264945.32,43.62,0.2346999542,0.20066422350000002,170919.27365,0.49265515979999996,0.7666138276000001,0.9170721631000001,3,Thisted,787,43716,2018
424,16669579.935,5625018.372,41.25,0.19868606670000002,0.2181994172,187174.92536,0.5024677846,0.7715576020999999,0.9098277714,10,Viborg,791,96883,2018
434,15282154.425,5227910.3325,42.56,0.2187792136,0.2160021996,174312.27059,0.47727773490000003,0.7594387879000001,0.9291891594,4,Brønderslev,810,36289,2018
438,21499797.33,7372358.106000001,45.74,0.2610899028,0.1762048444,169037.17346,0.4624616104,0.7376359379999999,0.9180130859000001,5,Frederikshavn,813,60140,2018
443,16091148.263,5456078.145,43.5,0.23234826649999998,0.2003717572,169675.73971,0.485768296,0.763927245,0.9092087497,4,Vesthimmerlands,820,37277,2018
447,13778854.25,4758714.16,40.93,0.19350849039999998,0.23883540579999998,203977.30023,0.5166230981000001,0.8187131051000001,0.9432267578,3,Rebild,840,29827,2018
450,26189293.35,8895707.75,43.51,0.22539531570000002,0.1972892641,180948.04309000002,0.48940677969999996,0.7608937626000001,0.922705199,3,Mariagerfjord,846,42125,2018
453,18361416.525,6181027.665,43.69,0.2392875715,0.20322412899999998,169715.13517,0.47939782259999997,0.7656235404,0.9392873887000001,4,Jammerbugt,849,38638,2018
457,15804148.627,5390246.073,39.46,0.1780114439,0.18137865050000002,186124.26948,0.4916678695,0.7167658621999999,0.8910001815999999,20,Aalborg,851,213558,2018
477,16358730.043,5576283.5957,43.69,0.2313307044,0.1951751334,174401.76553,0.483360704,0.7558663894,0.9194063148999999,7,Hjørring,860,65257,2018
