,Kommune,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,markedsvaerdix,yderkom,antal_apo,År
269,787,42.19,0.202251989,0.214321032,152875.40612,0.47780355409999997,0.7272657123999999,0.9418905831000001,44494,843990.7022,0,3,2012
272,791,39.93,0.1750182863,0.23210329370000002,169041.96593,0.4892594836,0.7474948463,0.9391388454999999,94333,1284786.7927,0,6,2012
278,810,41.47,0.19837078649999998,0.2267696629,159659.12290999998,0.4644022963,0.7345660894,0.9584365151,35600,907262.44134,0,2,2012
280,813,44.02,0.2280049362,0.1925462773,159768.92210999998,0.45634940259999995,0.7147202638,0.9489575607999999,60775,1126195.1444,0,5,2012
285,820,41.76,0.2017772575,0.2188580855,154629.44211,0.4704032409,0.7280879242,0.9421390688,37586,1294398.3383,0,4,2012
289,840,40.06,0.17439201829999998,0.2448208966,181453.18633,0.5037322501,0.7931240657999999,0.9591014825,28866,972296.81164,0,2,2012
291,846,41.77,0.19529339129999998,0.2160718102,162694.29507999998,0.47359535869999997,0.7287704422,0.9479278123,42111,1292309.3342,0,3,2012
294,849,42.04,0.2043941239,0.221131176,160224.83836,0.4655485747,0.7303644821999999,0.9586686744,38597,900831.2977799999,0,3,2012
297,851,39.16,0.16850497420000002,0.19277653260000002,168884.0581,0.4743947927,0.6941404231,0.9129969894,203448,1026588.5959,0,10,2012
307,860,42.04,0.2014840269,0.21103288879999998,159341.5382,0.4695649525,0.725634577,0.9454362661,65767,906531.32525,0,5,2012
0,101,35.39,0.10373851960000001,0.1763440709,194885.04507999998,0.5282289195000001,0.7051567334000001,0.7759918591,569557,1598255.3267,0,23,2013
23,147,38.74,0.1639358626,0.1745183368,221167.92226,0.5192532432,0.7427844939,0.8307521581,102717,2051806.3986,0,5,2013
28,151,40.82,0.1999422847,0.2187822072,178712.91038,0.4508791141,0.7224256212000001,0.8578541766,48514,1598913.875,0,3,2013
31,153,40.77,0.1880855986,0.2082128398,158626.29020999998,0.4423500754,0.682970145,0.7125913467,34580,1400656.2678,0,2,2013
33,155,43.27,0.23073620949999998,0.22551334329999997,223723.77658,0.4872990815,0.8039345128000001,0.9248708381,13977,2005863.9077,0,1,2013
34,157,40.78,0.18903637489999997,0.2319135188,300972.64131,0.4973579296,0.7706372744,0.8630583148000001,74282,3721820.0446,0,4,2013
38,159,39.2,0.16495139220000002,0.22574111859999998,195636.75905,0.48708953759999996,0.7431677785999999,0.8312982731,66656,1575329.1156,0,3,2013
41,161,40.59,0.1876189613,0.20048944079999997,187460.52075999998,0.4958231181,0.7589735983,0.8479070190000001,22066,1226702.1601,0,1,2013
42,163,40.44,0.183462066,0.2215404606,179952.1246,0.47621629439999996,0.7429248148,0.8351406057999999,27706,1483065.8449,0,1,2013
43,165,38.36,0.16622186960000002,0.2277841893,157907.15035,0.445760372,0.6798124324,0.731054276,27728,1125621.6695,0,1,2013
44,167,39.52,0.1698429845,0.2172562787,180249.47767999998,0.4843426626,0.7416301157999999,0.8319181447,51842,1270949.8316,0,2,2013
46,169,39.0,0.1663081115,0.228594259,176587.27203,0.47287474329999996,0.723397762,0.7630184805,48807,1216352.0484,0,2,2013
48,173,41.14,0.1956044766,0.2157383336,241788.74521,0.4908946219,0.7665995343,0.8789650961,54237,2099067.3084,0,3,2013
51,175,40.71,0.18739348100000003,0.20872390289999998,178570.57032,0.4787773625,0.7414623371,0.835851575,37552,1113127.467,0,1,2013
52,183,37.87,0.14953357779999998,0.22973035690000002,158921.22061,0.4500488577,0.6734342224,0.6449676609,21547,1186081.2389,0,1,2013
53,185,40.94,0.1845113355,0.21792246140000002,187168.37026,0.4929023023,0.7686811431999999,0.8881784564,41992,1497982.4721,0,2,2013
55,187,39.15,0.18224577670000003,0.24087446170000001,202013.61405,0.4967814719,0.7948482061,0.8097418541,15095,1214002.7217,0,1,2013
56,190,41.41,0.20619869059999998,0.24249194640000002,233293.40055,0.4812846761,0.786004536,0.8803104894,38492,1833100.9906,0,2,2013
58,201,40.85,0.1942088935,0.255098242,232978.45271999997,0.5040630182,0.8258807588,0.9317578773,24175,1861672.513,0,1,2013
59,210,41.74,0.2,0.22948086399999998,210373.44493,0.4814157947,0.7548645047,0.8549241177,39585,1569665.7861,0,3,2013
62,217,42.61,0.21562444120000002,0.2119832897,188220.74063,0.4683723657,0.7370892018999999,0.8829354093,61519,1502160.7424,0,4,2013
66,219,39.96,0.1786631071,0.2369031728,206290.81866,0.5066894451,0.7889808131999999,0.9004404742000001,48695,1513718.7073,0,2,2013
68,223,44.59,0.2587316362,0.21635841190000002,270244.63119,0.4754231771,0.7861918831,0.9038492839,24709,2214678.4872,0,1,2013
69,230,42.33,0.2224261366,0.2348184759,273645.97198000003,0.4813038086,0.7874688741,0.8931489858,55034,2528598.4268,0,3,2013
72,240,39.5,0.1742951907,0.255010661,217152.0477,0.5133058204,0.8237151523,0.9298657559000001,42210,1454080.0056,0,1,2013
73,250,42.2,0.210986239,0.21970225899999998,187910.61168,0.4851637069,0.7726083855,0.9367736986,44401,924696.9160600001,0,2,2013
75,253,41.14,0.1989188065,0.2276743944,200376.09376,0.4916281394,0.7771119343,0.8794410429,48095,1465005.5995,0,2,2013
77,259,40.35,0.18556206530000002,0.22784116219999997,184978.39723,0.4796828883,0.7470534904999999,0.9053126501000001,58374,1220903.7683,0,4,2013
81,260,43.7,0.2289294221,0.1990080595,169189.77898,0.45643927009999996,0.7276571429,0.9126823206,30647,890147.45671,0,2,2013
83,265,40.32,0.1829515905,0.21729063510000002,202377.86981,0.4925397996,0.7545088391,0.9066582586,84219,1582647.1331,0,3,2013
86,269,40.44,0.1843104175,0.2407329303,213416.09112,0.5123532175,0.8003594184,0.9322217003000001,21339,1545364.7865,0,2,2013
88,270,44.01,0.23564176760000002,0.20621413510000003,183699.01534,0.4797277374,0.7638564825,0.9401661097,40778,1096443.4578,0,2,2013
90,306,46.39,0.2702403639,0.17513985370000001,147217.74087,0.4260690207,0.6818585545,0.9533602192,32534,777990.15758,0,2,2013
92,316,41.06,0.1861307523,0.2215138519,176529.54166,0.4773541918,0.7342559706,0.9226225892000001,69016,1007415.0938,0,3,2013
95,320,42.33,0.20131552719999998,0.212050457,173058.54814,0.47881658159999996,0.7412560198,0.9488174373999999,35119,1027316.0712,0,3,2013
98,326,42.84,0.2136357997,0.2069564498,163559.53777999998,0.4455078408,0.6971667441,0.9452488969,48358,1026204.8469,0,3,2013
101,329,39.91,0.16759123210000001,0.2245044829,180038.4935,0.49095552880000004,0.7425620243000001,0.89296875,33349,1148592.6372,0,1,2013
102,330,41.66,0.1995893331,0.2027603057,160389.4719,0.4547455618,0.6969254570000001,0.9075764878,76948,995607.35,0,4,2013
106,336,43.74,0.2258419244,0.19940435280000002,176604.54073,0.4807180241,0.7501797554999999,0.9508768707999999,21825,853249.7761100001,0,1,2013
107,340,41.75,0.1928734769,0.2203829482,175689.61959000002,0.47202952530000003,0.7350835322,0.95509688,29299,1316773.2046,0,3,2013
110,350,41.76,0.2008225573,0.234873467,203148.99255999998,0.4997031099,0.794239495,0.951532695,26989,1032129.0424,0,1,2013
111,360,46.34,0.2634396251,0.1731299393,136249.28155,0.3911052825,0.6180600914,0.9350266888,43528,917470.4329700001,0,3,2013
114,370,41.42,0.19260241670000003,0.20991747719999998,168707.31182,0.47303996950000005,0.7245601398999999,0.9294844193999999,81432,1115536.1764,0,5,2013
119,376,44.82,0.2424311964,0.1809464488,147188.25217999998,0.4294021025,0.6719275255,0.9376971090999999,61007,919781.29209,0,6,2013
125,390,44.49,0.23980571809999998,0.19492217679999999,150263.39489,0.4299553236,0.6861365236,0.9489096298,45295,743751.49711,0,4,2013
129,400,46.32,0.2576899167,0.1781922168,139636.58427,0.4223545237,0.6695364238,0.9527949381999999,40215,794114.00126,0,3,2013
132,410,42.33,0.2075626907,0.21968953160000002,175096.33059,0.47838340869999996,0.7500811877,0.9455995745999999,37685,1252977.9595,0,2,2013
134,420,42.51,0.2098837634,0.2192411726,159623.67034,0.460777851,0.7263207386,0.9562245172,41037,1184998.4614,0,3,2013
137,430,43.13,0.222072125,0.211637104,155013.81365,0.4543903013,0.7176006095,0.9502510986,51078,1205932.1372,0,2,2013
139,440,43.17,0.2241707162,0.20954996829999997,159257.24747,0.446024892,0.7069197429,0.9439928879999999,23665,1194630.8207,0,2,2013
141,450,43.07,0.22117902539999998,0.20747908280000002,152372.37996,0.4328630387,0.6916060436,0.9354384618000001,31314,945922.82197,0,2,2013
143,461,38.7,0.1632507137,0.19699995399999998,158591.83575,0.4530820392,0.6630828674,0.8554854103,195797,1306793.5644,0,10,2013
153,479,42.6,0.20971386190000002,0.2022111454,157616.21182,0.44363604939999995,0.6866921268999999,0.9317895101000001,57979,1122194.5618,0,4,2013
157,480,42.46,0.204259272,0.21540631670000002,160987.57631,0.46167103270000004,0.7171717172,0.9520198539,29066,871759.3858,0,3,2013
160,482,49.16,0.3031902324,0.15368255220000002,128850.00553,0.4043358297,0.6473577236,0.9542767048,12695,686439.0853,0,2,2013
162,492,49.91,0.3289535429,0.1511027687,127592.43562,0.3998746474,0.6602351522,0.9446881855,6393,577257.10042,0,1,2013
163,510,41.87,0.2028225951,0.21049619,159226.92049000002,0.4599989249,0.7118343918000001,0.9193348981,55906,1125935.6863,0,4,2013
167,530,40.98,0.1920738658,0.2257010411,174881.19765999998,0.5007047351,0.7689740906,0.9176793265000001,26318,888725.7278700001,0,1,2013
168,540,42.56,0.221314307,0.20842633929999999,157121.61797999998,0.4368156023,0.6966977494,0.8878853276,75264,928105.24291,0,5,2013
173,550,43.22,0.21706336780000002,0.2051101368,148737.19652,0.45907044909999994,0.7109459949,0.9182979169,38316,1057278.9262,0,4,2013
177,561,40.62,0.1826404275,0.20695946829999998,172547.9164,0.4752920271,0.711913965,0.9092081079000001,115095,1074719.6192,0,5,2013
182,563,47.49,0.2824754902,0.181372549,170333.50891,0.4581538462,0.7366302473,0.9316923077,3264,881797.95735,0,1,2013
183,573,41.61,0.1981664598,0.2217062332,173010.07846,0.4991878722,0.7662773016,0.9311596383,49958,1249432.2393,0,3,2013
186,575,40.8,0.1913188178,0.23118569390000002,165355.6653,0.4880479492,0.7611174458,0.9288753084999999,42667,1288950.3572,0,4,2013
190,580,42.28,0.2060539257,0.21317619129999998,156937.18047999998,0.45130576710000003,0.7063059898,0.8851502992,58970,1063966.369,0,4,2013
194,607,40.88,0.19257213260000003,0.21530482469999998,169327.46756,0.4548387097,0.7029170587000001,0.9079848666,50324,940093.0296799999,0,3,2013
197,615,39.25,0.1682543018,0.2195255773,169507.75132,0.48114720520000004,0.7209097859,0.8867544629999999,85662,1175933.4795,0,6,2013
203,621,39.73,0.1752048498,0.22232584989999998,176701.08639,0.4897895557,0.7418251723999999,0.8999109231,90066,1036829.6202,0,4,2013
207,630,39.96,0.1784828366,0.2287874366,179307.23524,0.4894461153,0.7514342998000001,0.9039866168,109652,1275140.592,0,6,2013
213,657,39.63,0.1742474839,0.225259667,167036.30941,0.4919884393,0.7439435697,0.9136416184999999,86842,1423020.1714,0,3,2013
216,661,40.21,0.1825490948,0.22362133309999999,173523.52349000002,0.49619881509999997,0.7573475331999999,0.9303203481,57338,1096206.4753,0,4,2013
220,665,43.51,0.2241436966,0.2073759136,169113.69558,0.4821873204,0.7521691517,0.9507757134999999,20933,897026.93237,0,2,2013
222,671,42.9,0.21808387129999998,0.2127432313,159287.18187,0.45630119140000003,0.7218045113,0.9331254654000001,21533,892115.22471,0,1,2013
223,706,43.07,0.22114624030000002,0.2145305496,166047.59367,0.4654944633,0.7335064272,0.943671783,41719,972587.52801,0,3,2013
226,707,43.24,0.2160316414,0.1924060646,154252.65982,0.4622953421,0.7020714956999999,0.9426032216,37925,882623.0373,0,2,2013
228,710,39.29,0.1682038886,0.25543328460000003,183506.99723,0.5036854515,0.7895279856,0.9536928861,47163,1499023.8496,0,3,2013
231,727,42.05,0.20350893309999998,0.22284480780000002,174040.25360999999,0.47950687700000005,0.7593424218000001,0.9419016514,21773,1256030.4139,0,1,2013
232,730,40.71,0.188472437,0.21176421739999998,162100.72273,0.4680634154,0.7122890981000001,0.9338070073,96343,1044580.6763,0,3,2013
235,740,39.95,0.17572768960000001,0.2345229993,178328.90182,0.4920036682,0.7552796209,0.9366891831,89633,1227408.2655,0,4,2013
239,741,49.51,0.3082028139,0.1659145208,137024.89857,0.4354066986,0.7189079879000001,0.9356725145999999,3767,646647.7185600001,0,1,2013
240,746,39.24,0.16252406490000001,0.25845709570000003,195079.11656,0.5066797507,0.7966590375,0.9478703990999999,58176,1572801.3237,0,2,2013
242,751,36.97,0.1369958597,0.1899423575,175580.25105999998,0.488761321,0.6816612036,0.8489988998000001,323893,1734395.1307,0,11,2013
253,756,40.24,0.1820107384,0.23218068079999998,166050.59497,0.4849127828,0.7432085246,0.9124373936,40602,992373.37619,0,3,2013
256,760,41.43,0.1996567005,0.2275935754,166697.61312,0.48920042810000003,0.7556372549,0.9297633043000001,57093,963440.6913700001,0,4,2013
260,766,40.63,0.1834846331,0.23860877170000003,177532.95502999998,0.5060705676,0.7879235843000001,0.9485207101,45715,1195808.0912,0,3,2013
263,773,43.75,0.2306813312,0.2011617388,146117.16599,0.45472318920000004,0.7107139861,0.9590386725,21003,1371713.8641,0,2,2013
265,779,42.1,0.2065740701,0.2108985557,156970.90327,0.4781383433,0.7398776153,0.9521135781,46942,1124797.7607,0,4,2013
269,787,42.49,0.2080036175,0.2092471173,155839.91015,0.4764633925,0.7248144839,0.937839797,44230,826980.03046,0,3,2013
272,791,40.19,0.1796139111,0.2291133078,170937.39974000002,0.4879446473,0.7473255312999999,0.9353086001,94486,1102923.7488,0,6,2013
278,810,41.77,0.2040025823,0.2235102591,161546.61450999998,0.4634996486,0.7329341905,0.9532536894,35627,1089622.327,0,2,2013
280,813,44.38,0.2351219028,0.18789903730000002,160256.27504,0.4531234466,0.7131615979000001,0.9438442418999999,60458,921791.2952,0,5,2013
285,820,42.02,0.20715600739999998,0.21561407719999998,156009.18139,0.46736746380000005,0.7257436753000001,0.9365270421999999,37479,875818.4719,0,4,2013
289,840,40.42,0.1797249427,0.24150864760000001,184592.26664000002,0.5030785821,0.7912609689,0.9582217275,28794,1079331.2464,0,2,2013
