,Unnamed: 0,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear,geometry,test
89,89,172,Brønderslev Apotek,6,Peder Møllers Plads 10,9700.0,01-01-1883 00:00,,1081.0,810.0,1081.0,"Peder Møllers Plads 10, 9700 Denmark",57.26855379999999,9.948264300000002,1883-01-01,1883.0,2008.0,1883-01-01,,1883.0,,POINT (9.948264300000002 57.26855379999999),2.8956465891552603
90,90,172-2,Brønderslev Løve Apotek,7,Løvbjerg Arkaden 14,9700.0,03Dec2016 0:00:00.000,,1081.0,810.0,1081.0,"Løvbjerg Arkaden 14, 9700 Denmark",57.2702,9.941,2016-12-03,2016.0,2016.0,2016-12-03,,2016.0,,POINT (9.941000000000001 57.2702),2.9025987786156393
91,91,341-4,Brønshøj Apotek,7,Højenhald 2,2700.0,29Apr2016 0:00:00.000,,1084.0,101.0,1084.0,"Højenhald 2, 2700 Denmark",55.705346,12.507615,2016-04-29,2016.0,2016.0,2016-04-29,,2016.0,,POINT (12.507615 55.705346),0.16148043418321475
92,92,253-1,Brørup Apotek,7,Søndergade 17,6650.0,,,1083.0,575.0,1083.0,"Søndergade 17, 6650 Denmark",55.481467,9.018186,,,2008.0,,,,,POINT (9.018186 55.481467),3.3400990615983233
93,93,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860.0,01Jan1961 0:00:00.000,,1084.0,159.0,1084.0,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,1961.0,2008.0,1961-01-01,,1961.0,,POINT (12.497438 55.741866),0.16717360423523875
94,94,276,Børkop Apotek,13,Ny Boder 16,7080.0,01Jan1907 0:00:00.000,,1083.0,630.0,1083.0,"Ny Boder 16, 7080 Denmark",55.641515000000005,9.650983,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,,POINT (9.650983 55.64151500000001),2.7027536189865695
95,95,120-1,Bøvlingbjerg Apotek,7,"Fårevej 143, Lejlighed 1",7650.0,,,1082.0,665.0,1082.0,"Fårevej 143, Lejlighed 1, 7650 Denmark",56.438621,8.20251,,,2008.0,,,,,POINT (8.20251 56.438621),4.22421924900614
96,96,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920.0,01-01-1894 00:00,,1084.0,157.0,1084.0,"Lindegårdsvej 51, st, 2920 Denmark",55.754630000000006,12.569751,1894-01-01,1894.0,2008.0,1894-01-01,,1894.0,,POINT (12.569751 55.75463000000001),0.23729084388572794
97,97,290,Christiansfeld Apotek,6,Lindegade 21,6070.0,01-01-1786 00:00,01Jun2008 0:00:00.000,1083.0,621.0,1083.0,"Lindegade 21, 6070 Denmark",55.355568999999996,9.482803,1786-01-01,1786.0,2008.0,1786-01-01,2008-06-01,1786.0,2008.0,POINT (9.482803000000001 55.355569),2.886622380688025
98,98,291-1,Christiansfeld Apotek,7,Lindegade 35 C,6070.0,,,1083.0,621.0,1083.0,"Lindegade 35 C, 6070 Denmark",55.35608620000001,9.4926894,,,2008.0,,,,,POINT (9.4926894 55.35608620000001),2.8767359813240074
99,99,017-3,City 2 Apoteket,7,"Cityringen 4, 218",2630.0,31Mar2016 0:00:00.000,,1084.0,169.0,1084.0,"Cityringen 4, 218, 2630 Denmark",55.6517,12.2922,2016-03-31,2016.0,2016.0,2016-03-31,,2016.0,,POINT (12.2922 55.6517),0.06168313887117064
100,100,252-A2,City 2 Apoteksudsalg,8,City 2,2630.0,25Jun2001 0:00:00.000,11Jan2016 0:00:00.000,1084.0,169.0,1084.0,"City 2, 2630 Denmark",55.643724899999995,12.277266000000001,2001-06-25,2001.0,2008.0,2001-06-25,2016-01-11,2001.0,2016.0,POINT (12.277266 55.6437249),0.07749163257933102
101,101,207-1,Dianalund Apotek,7,Torvet 5,4293.0,,,1085.0,340.0,1085.0,"Torvet 5, 4293 Denmark",55.526943,11.49729,,,2008.0,,,,,POINT (11.49729 55.526943),0.8661513540172991
102,102,350-1,Dragør Apotek,7,Maglebytorv 18,2791.0,01Sep2006 0:00:00.000,,1084.0,155.0,1084.0,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,2006.0,2008.0,2006-09-01,,2006.0,,POINT (12.660578 55.59519),0.31295016961970057
103,103,326-2,Dronningborg Apotek,7,Skovlyvej 15,8930.0,24Apr2017 0:00:00.000,,1082.0,730.0,1082.0,"Skovlyvej 15, 8930 Denmark",56.47055,10.050184,2017-04-24,2017.0,2017.0,2017-04-24,,2017.0,,POINT (10.050184 56.47055),2.4431163575272064
104,104,316-1,Dronningensvej Apotek,7,"Dronningensvej 5, st. tv.",5800.0,06Jun2016 0:00:00.000,,1083.0,450.0,1083.0,"Dronningensvej 5, st. tv., 5800 Denmark",55.3127,10.7896,2016-06-06,2016.0,2016.0,2016-06-06,,2016.0,,POINT (10.7896 55.3127),1.6014372406126323
105,105,144,Dronninglund Apotek,6,Slotsgade 64,9330.0,01-01-1876 00:00,,1081.0,810.0,1081.0,"Slotsgade 64, 9330 Denmark",57.159268000000004,10.289593,1876-01-01,1876.0,2008.0,1876-01-01,,1876.0,,POINT (10.289593 57.159268),2.5531914638193527
106,106,078-2,Dæmningens Apotek,7,Dæmningen 17,7400.0,06Dec2018 0:00:00.000,,1082.0,657.0,1082.0,"Dæmningen 17, 7400 Denmark",56.13260699999999,8.960486,2018-12-06,2018.0,2018.0,2018-12-06,,2018.0,,POINT (8.960486 56.13260699999999),3.4264459520514836
107,107,070,Ebeltoft Apotek,6,Bryggerivej 4,8400.0,01-01-1815 00:00,,1082.0,706.0,1082.0,"Bryggerivej 4, 8400 Denmark",56.199654,10.681064,1815-01-01,1815.0,2008.0,1815-01-01,,1815.0,,POINT (10.681064 56.199654),1.758606130366036
108,108,273-1,Egeris Apotek,7,Kirke Allé 94,7800.0,04Apr2016 0:00:00.000,,1082.0,779.0,1082.0,"Kirke Allé 94, 7800 Denmark",56.551995,9.029709,2016-04-04,2016.0,2016.0,2016-04-04,,2016.0,,POINT (9.029709 56.551995),3.4424946114056576
109,109,122,Egtved Apotek,13,Aftensang 10,6040.0,01-01-1871 00:00,,1083.0,630.0,1083.0,"Aftensang 10, 6040 Denmark",55.61939920000001,9.3069804,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,,POINT (9.3069804 55.61939920000001),3.0469406561717274
110,110,178-3,Egå Apotek,7,Egå Havvej 2H,8250.0,08Jan2018 0:00:00.000,,1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211158999999995,10.279405,2018-01-08,2018.0,2018.0,2018-01-08,,2018.0,,POINT (10.279405 56.21115899999999),2.1471632635002376
111,111,178-A1,Egå Apoteksudsalg,8,Egå Havvej 2H,8250.0,,08Jan2018 0:00:00.000,1082.0,751.0,1082.0,"Egå Havvej 2H, 8250 Denmark",56.211158999999995,10.279405,,,2008.0,,2018-01-08,,2018.0,POINT (10.279405 56.21115899999999),2.1471632635002376
112,112,189,Ejby Apotek,6,Algade 4,5592.0,01Jan1901 0:00:00.000,,1083.0,410.0,1083.0,"Algade 4, 5592 Denmark",55.429067,9.928937,1901-01-01,1901.0,2008.0,1901-01-01,,1901.0,,POINT (9.928936999999999 55.429067),2.435402122108996
113,113,131-2,Engelsborg Apotek,7,Fabrikvej 2,8800.0,02Nov2015 0:00:00.000,,1082.0,791.0,1082.0,"Fabrikvej 2, 8800 Denmark",56.466799,9.400005,2015-11-02,2015.0,2015.0,2015-11-02,,2015.0,,POINT (9.400005 56.466799),3.0628167423672283
114,114,015-A3,Erritsø Apoteksudsalg,8,Erritsø Butikstorv,7000.0,,01Feb2016 0:00:00.000,1083.0,607.0,1083.0,"Erritsø Butikstorv, 7000 Denmark",55.5657,9.7526,,,2008.0,,2016-02-01,,2016.0,POINT (9.752599999999999 55.5657),2.6026798461626055
115,115,363-3,Esbjerg City Nord Apotek,7,Stormgade 157,6715.0,01Oct2016 0:00:00.000,,1083.0,561.0,1083.0,"Stormgade 157, 6715 Denmark",55.511099,8.456387,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,,POINT (8.456386999999999 55.511099),3.900019893422212
116,116,363,Esbjerg Jerne Apotek,6,Strandby Kirkevej 80,6705.0,01Jan1967 0:00:00.000,,1083.0,561.0,1083.0,"Strandby Kirkevej 80, 6705 Denmark",55.478814,8.480167999999999,1967-01-01,1967.0,2008.0,1967-01-01,,1967.0,,POINT (8.480167999999999 55.478814),3.877600896137844
117,117,158,Esbjerg Krone Apotek,6,Kongensgade 36,6700.0,01Jan1929 0:00:00.000,,1083.0,561.0,1083.0,"Kongensgade 36, 6700 Denmark",55.465863,8.452508,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,,POINT (8.452508 55.465863),3.9058427788084358
118,118,158-1,Esbjerg Krone Apotek Broen,7,"Exnersgade 18, st. 15",6700.0,10Apr2017 0:00:00.000,,1083.0,561.0,1083.0,"Exnersgade 18, st. 15, 6700 Denmark",55.4667,8.45,2017-04-10,2017.0,2017.0,2017-04-10,,2017.0,,POINT (8.449999999999999 55.4667),3.9083070513485767
119,119,233,Esbjerg Neptun Apotek,6,Stormgade 2,6700.0,01Jan1910 0:00:00.000,,1083.0,561.0,1083.0,"Stormgade 2, 6700 Denmark",55.46678299999999,8.442996,1910-01-01,1910.0,2008.0,1910-01-01,,1910.0,,POINT (8.442996000000001 55.46678299999999),3.9152987779940878
120,120,154-1,Espergærde Apotek,7,Nørremarken 3,3060.0,,,1084.0,217.0,1084.0,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,,,2008.0,,,,,POINT (12.5432234 55.996762),0.38947363955800274
121,121,206,Fakse Apotek,6,Rønnedevej 15,4640.0,01-01-1892 00:00,,1085.0,320.0,1085.0,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,1892.0,2008.0,1892-01-01,,1892.0,,POINT (12.116181 55.255616),0.46597436259948766
122,122,363-1,Fanø Apotek,7,Hovedgaden 64,6720.0,,,1083.0,563.0,1083.0,"Hovedgaden 64, 6720 Denmark",55.444787,8.403412,,,2008.0,,,,,POINT (8.403411999999999 55.444787),3.9559529955015904
123,123,107,Farsø Apotek,6,Nørregade 11,9640.0,01-01-1860 00:00,01May2018 0:00:00.000,1081.0,820.0,1081.0,"Nørregade 11, 9640 Denmark",56.773242,9.339891,1860-01-01,1860.0,2008.0,1860-01-01,2018-05-01,1860.0,2018.0,POINT (9.339891 56.773242),3.2140466668049497
124,124,259-2,Farsø Apotek,7,Torvet 8,9640.0,01May2018 0:00:00.000,,1081.0,820.0,1081.0,"Torvet 8, 9640 Denmark",56.771268000000006,9.340145,2018-05-01,2018.0,2018.0,2018-05-01,,2018.0,,POINT (9.340145 56.77126800000001),3.2131231042423525
125,125,278,Farum Apotek,6,Farum Bytorv 69,3520.0,01-01-1885 00:00,,1084.0,190.0,1084.0,"Farum Bytorv 69, 3520 Denmark",55.814654000000004,12.381689,1885-01-01,1885.0,2008.0,1885-01-01,,1885.0,,POINT (12.381689 55.814654),0.16059864145129293
126,126,012-A1,Fensmark Apoteksudsalg,8,"Holmegårdsvej 1 A, Fensmark",4684.0,,,1085.0,370.0,1085.0,"Holmegårdsvej 1 A, Fensmark, 4684 Denmark",55.3411,12.0694,,,2008.0,,,,,POINT (12.0694 55.3411),0.42462882429364435
127,127,152-A3,Ferritslev Apoteksudsalg,8,Ørbækvej 883,5863.0,01Sep2013 0:00:00.000,02May2016 0:00:00.000,1083.0,430.0,1083.0,"Ørbækvej 883, 5863 Denmark",55.308372,10.584103,2013-09-01,2013.0,2013.0,2013-09-01,2016-05-02,2013.0,2016.0,POINT (10.584103 55.308372),1.8035128773113875
128,128,029-2,Fields Apotek,7,Arne Jacobsens Allé 12,2300.0,20Jul2015 0:00:00.000,,1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2015-07-20,2015.0,2015.0,2015-07-20,,2015.0,,POINT (12.5767812 55.6305777),0.22458883384560663
129,129,029-A1,Fields Copenhagen Apoteksudsalg,8,Arne Jacobsens Allé 12,2300.0,01Aug2010 0:00:00.000,20Jul2015 0:00:00.000,1084.0,101.0,1084.0,"Arne Jacobsens Allé 12, 2300 Denmark",55.6305777,12.5767812,2010-08-01,2010.0,2010.0,2010-08-01,2015-07-20,2010.0,2015.0,POINT (12.5767812 55.6305777),0.22458883384560663
130,130,039-1,Fjerritslev Apotek,7,Østergade 11-13,9690.0,01Jul2010 0:00:00.000,,1081.0,849.0,1081.0,"Østergade 11-13, 9690 Denmark",57.087898200000005,9.2768842,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,,POINT (9.2768842 57.08789820000001),3.3934680530404724
131,131,073,Fjerritslev Apotek,6,Jernbanegade 2,9690.0,01-01-1824 00:00,30Jun2010 0:00:00.000,1081.0,849.0,1081.0,"Jernbanegade 2, 9690 Denmark",57.086724,9.265714,1824-01-01,1824.0,2008.0,1824-01-01,2010-06-30,1824.0,2010.0,POINT (9.265713999999999 57.086724),3.4031055376612978
132,132,068-2,Fjord Apoteket Frederikssund,7,Kalvøvej 2A,3600.0,12Nov2018 0:00:00.000,,1084.0,250.0,1084.0,"Kalvøvej 2A, 3600 Denmark",55.836156,12.05828,2018-11-12,2018.0,2018.0,2018-11-12,,2018.0,,POINT (12.05828 55.836156),0.34574740836194356
133,133,177-2,Folkebo Apotek,7,Hjallesevej 201B,5230.0,27Nov2017 0:00:00.000,,1083.0,461.0,1083.0,"Hjallesevej 201B, 5230 Denmark",55.37256729999999,10.3954651,2017-11-27,2017.0,2017.0,2017-11-27,,2017.0,,POINT (10.3954651 55.37256729999999),1.978709192805984
134,134,177-A1,Folkebo Apoteksudsalg,8,Hjallesevej 207,5230.0,,27Nov2017 0:00:00.000,1083.0,461.0,1083.0,"Hjallesevej 207, 5230 Denmark",55.374928000000004,10.395717,,,2008.0,,2017-11-27,,2017.0,POINT (10.395717 55.374928),1.9781224744388304
135,135,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480.0,,,1084.0,210.0,1084.0,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907000000001,,,2008.0,,,,,POINT (12.398907 55.979023),0.3256626782807602
136,136,223,Fredericia Krone Apotek,13,Prinsessegade 45-49,7000.0,01Jan1907 0:00:00.000,,1083.0,607.0,1083.0,"Prinsessegade 45-49, 7000 Denmark",55.568613799999994,9.7577204,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,,POINT (9.7577204 55.56861379999999),2.5974623325479045
137,137,015-2,Fredericia Løve Apoteket Vestcentret,7,Venusvej 10 B,7000.0,01Jul2015 0:00:00.000,,1083.0,607.0,1083.0,"Venusvej 10 B, 7000 Denmark",55.5672145,9.724248300000001,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,,POINT (9.724248300000001 55.5672145),2.6309626277925604
138,138,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850.0,01-01-1867 00:00,,1084.0,147.0,1084.0,"Gammel Kongevej 162, 1850 Denmark",55.67595849999999,12.5433837,1867-01-01,1867.0,2008.0,1867-01-01,,1867.0,,POINT (12.5433837 55.67595849999999),0.19068269844938612
140,140,184,Frederiksberg Apoteket Godthåb,6,Godthåbsvej 4,2000.0,12Nov1901 0:00:00.000,,1084.0,147.0,1084.0,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,1901.0,2008.0,1901-11-12,,1901.0,,POINT (12.538161 55.685538),0.18673536818717593
141,141,327,Frederiksberg Dalgas Boulevard Apotek,6,Dalgas Boulevard 91,2000.0,,,1084.0,147.0,1084.0,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563000000001,,,2008.0,,,,,POINT (12.510563 55.681633),0.1588664016870785
143,143,262,Frederiksberg Gl. Kongevej Apotek,13,Gammel Kongevej 76,1850.0,01Jan1916 0:00:00.000,,1084.0,147.0,1084.0,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,1916.0,2008.0,1916-01-01,,1916.0,,POINT (12.551359 55.674336),0.19846581715751377
144,144,334-1,Frederiksberg Løve Apotek,7,Falkoner Alle 88,2000.0,22Nov2018 0:00:00.000,,1084.0,147.0,1084.0,"Falkoner Alle 88, 2000 Denmark",55.685481,12.539029,2018-11-22,2018.0,2018.0,2018-11-22,,2018.0,,POINT (12.539029 55.685481),0.1875840575448772
145,145,185,Frederiksberg Smallegades Apotek,6,Smallegade 46,2000.0,01Jan1900 0:00:00.000,,1084.0,147.0,1084.0,"Smallegade 46, 2000 Denmark",55.67967900000001,12.523738999999999,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,,POINT (12.523739 55.67967900000001),0.17161462397185132
146,146,066,Frederikshavn Løve Apotek,6,Hangaardsvej 7,9900.0,01-01-1810 00:00,,1081.0,813.0,1081.0,"Hangaardsvej 7, 9900 Denmark",57.43871600000001,10.534169,1810-01-01,1810.0,2008.0,1810-01-01,,1810.0,,POINT (10.534169 57.43871600000001),2.5469430369523414
147,147,313,Frederikshavn Svane Apotek,6,Søndergade 1,9900.0,01Jan1923 0:00:00.000,,1081.0,813.0,1081.0,"Søndergade 1, 9900 Denmark",57.435996700000004,10.5326445,1923-01-01,1923.0,2008.0,1923-01-01,,1923.0,,POINT (10.5326445 57.4359967),2.5461311048627384
148,148,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600.0,01-01-1815 00:00,,1084.0,250.0,1084.0,"Nygade 1, 1. sal 18, 3600 Denmark",55.8396,12.069,1815-01-01,1815.0,2008.0,1815-01-01,,1815.0,,POINT (12.069 55.8396),0.3384844552132314
149,149,080,Frederiksværk Apotek,6,Nørregade 4,3300.0,11-12-1857 00:00,,1084.0,260.0,1084.0,"Nørregade 4, 3300 Denmark",55.973217000000005,12.021654,1857-11-12,1857.0,2008.0,1857-11-12,,1857.0,,POINT (12.021654 55.97321700000001),0.45885947292172435
150,150,355,Friheden Apotek,6,Strandmarksvej 20,2650.0,01Jan1958 0:00:00.000,,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661000000001,1958-01-01,1958.0,2008.0,1958-01-01,,1958.0,,POINT (12.484661 55.626891),0.1342744029403976
152,152,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250.0,01Aug2007 0:00:00.000,,1085.0,370.0,1085.0,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,2007.0,2008.0,2007-08-01,,2007.0,,POINT (11.5476596 55.3016809),0.8806813242647828
153,153,034,Faaborg Løve Apotek,6,Herregårdscentret 6,5600.0,01-01-1753 00:00,,1083.0,430.0,1083.0,"Herregårdscentret 6, 5600 Denmark",55.100625,10.240043,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (10.240043 55.100625),2.1855290795194193
154,154,129,Galten Apotek,13,Torvet 3,8464.0,01-01-1876 00:00,,1082.0,746.0,1082.0,"Torvet 3, 8464 Denmark",56.155131999999995,9.90418,1876-01-01,1876.0,2008.0,1876-01-01,,1876.0,,POINT (9.90418 56.15513199999999),2.4997487164011094
155,155,215,Gentofte Apotek,13,Gentoftegade 35,2820.0,01Jan1904 0:00:00.000,,1084.0,157.0,1084.0,"Gentoftegade 35, 2820 Denmark",55.74736899999999,12.541228,1904-01-01,1904.0,2008.0,1904-01-01,,1904.0,,POINT (12.541228 55.74736899999999),0.20838247794380013
156,156,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250.0,01-01-1869 00:00,,1084.0,270.0,1084.0,"Vesterbrogade 6 B, 3250 Denmark",56.1236594,12.2911035,1869-01-01,1869.0,2008.0,1869-01-01,,1869.0,,POINT (12.2911035 56.1236594),0.4713199768876869
157,157,115,Give Apotek,6,Østergade 8-14,7323.0,01-01-1869 00:00,,1083.0,630.0,1083.0,"Østergade 8-14, 7323 Denmark",55.8463179,9.2395159,1869-01-01,1869.0,2008.0,1869-01-01,,1869.0,,POINT (9.239515900000001 55.8463179),3.119957850249265
158,158,024-2,Glamsbjerg Apotek,7,Søndergade 70,5620.0,01May2017 0:00:00.000,,1083.0,420.0,1083.0,"Søndergade 70, 5620 Denmark",55.273573999999996,10.107258999999999,2017-05-01,2017.0,2017.0,2017-05-01,,2017.0,,POINT (10.107259 55.273574),2.278841316479936
159,159,024-1-A1,Glamsbjerg Apoteksudsalg,8,Søndergade 26,5620.0,,01May2017 0:00:00.000,1083.0,420.0,1083.0,"Søndergade 26, 5620 Denmark",55.277139,10.10635,,,2008.0,,2017-05-01,,2017.0,POINT (10.10635 55.277139),2.2791412724203823
161,161,274-A3,Glarbjerg Apoteksudsalg,8,Glarbjergvej 85,8900.0,01Dec2004 0:00:00.000,,1082.0,730.0,1082.0,"Glarbjergvej 85, 8900 Denmark",56.4801818,10.0406096,2004-12-01,2004.0,2008.0,2004-12-01,,2004.0,,POINT (10.0406096 56.4801818),2.455359996507639
162,162,109,Glostrup Apotek,6,Hovedvejen 101,2600.0,01-01-1863 00:00,,1084.0,161.0,1084.0,"Hovedvejen 101, 2600 Denmark",55.66565799999999,12.396538,1863-01-01,1863.0,2008.0,1863-01-01,,1863.0,,POINT (12.396538 55.66565799999999),0.04380793746571292
163,163,137,Glumsø Apotek,13,Østergade 8,4171.0,01-01-1883 00:00,,1085.0,370.0,1085.0,"Østergade 8, 4171 Denmark",55.352931000000005,11.692252,1883-01-01,1883.0,2008.0,1883-01-01,,1883.0,,POINT (11.692252 55.35293100000001),0.7277839515529303
164,164,286-1,Gram Apotek,7,Torvet 4,6510.0,,,1083.0,510.0,1083.0,"Torvet 4, 6510 Denmark",55.288534,9.048805,,,2008.0,,,,,POINT (9.048805 55.288534),3.3253130969128315
165,165,225-A1,Grantoften Apoteksudsalg,8,Grantoftestræde 11,2750.0,,09Dec2011 0:00:00.000,1084.0,151.0,,"Grantoftestræde 11, 2750 Denmark",55.727339,12.34331,,,2008.0,,2011-12-09,,2011.0,POINT (12.34331 55.727339),0.07158232218921011
166,166,037,Grenaa Apotek,6,Kannikegade 12,8500.0,01-01-1753 00:00,,1082.0,707.0,1082.0,"Kannikegade 12, 8500 Denmark",56.412169999999996,10.876357,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (10.876357 56.41217),1.6593804737250557
167,167,370,Greve Apotek,6,Greve Midtby Center 14 B,2670.0,27Jun2005 0:00:00.000,,1085.0,253.0,1085.0,"Greve Midtby Center 14 B, 2670 Denmark",55.5833,12.3,2005-06-27,2005.0,2008.0,2005-06-27,,2005.0,,POINT (12.3 55.5833),0.0907934073652925
169,169,088,Grindsted Apotek,6,Borgergade 29,7200.0,01-01-1842 00:00,,1083.0,530.0,1083.0,"Borgergade 29, 7200 Denmark",55.756261,8.931128,1842-01-01,1842.0,2008.0,1842-01-01,,1842.0,,POINT (8.931127999999999 55.756261),3.42402020050963
170,170,088-2,Grindsted Lyng Apotek,7,Vestergade 34,7200.0,01Nov2019 0:00:00.000,,1083.0,530.0,1083.0,"Vestergade 34, 7200 Denmark",55.759238,8.922282000000001,2019-11-01,2019.0,2019.0,2019-11-01,,2019.0,,POINT (8.922282000000001 55.759238),3.43295024676225
171,171,113-A1,Græsted Apoteksudsalg,8,Græsted Hovedgade 8,3230.0,,,1084.0,270.0,1084.0,"Græsted Hovedgade 8, 3230 Denmark",56.065274699999996,12.2845507,,,2008.0,,,,,POINT (12.2845507 56.0652747),0.4145675386314946
172,172,289,Gråsten Apotek,6,Sundsnæs 13,6300.0,01-01-1828 00:00,,1083.0,540.0,1083.0,"Sundsnæs 13, 6300 Denmark",54.91085699999999,9.588866000000001,1828-01-01,1828.0,2008.0,1828-01-01,,1828.0,,POINT (9.588866000000001 54.91085699999999),2.86361375902722
173,173,297-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,,11Jul2014 0:00:00.000,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.990255000000005,9.865762,,,2008.0,,2014-07-11,,2014.0,POINT (9.865762 54.990255),2.5755992831902237
174,174,298-1-A1,Guderup Apoteksudsalg,8,"Mosevej 1, Guderup",6430.0,01Feb2014 0:00:00.000,,1083.0,540.0,1083.0,"Mosevej 1, Guderup, 6430 Denmark",54.990255000000005,9.865762,2014-02-01,2014.0,2014.0,2014-02-01,,2014.0,,POINT (9.865762 54.990255),2.5755992831902237
175,175,136-1,Guldborgsund Svane Apotek,7,"Guldborgsundcentret 23, Sundby",4800.0,01Jun2020 0:00:00.000,,1085.0,376.0,1085.0,"Guldborgsundcentret 23, Sundby, 4800 Denmark",54.75885699999999,11.854633999999999,2020-06-01,2020.0,2020.0,2020-06-01,,2020.0,,POINT (11.854634 54.75885699999999),1.0270588938176906
176,176,323-2,Gyldenrisparkens Apotek,7,Amagerbrogade 264,2300.0,01Sep2015 0:00:00.000,,1084.0,101.0,1084.0,"Amagerbrogade 264, 2300 Denmark",55.642543999999994,12.615791999999999,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (12.615792 55.64254399999999),0.26246904257264253
177,177,254-1,Gørlev Apotek,7,Algade 29,4281.0,,,1085.0,326.0,1085.0,"Algade 29, 4281 Denmark",55.539443999999996,11.226409,,,2008.0,,,,,POINT (11.226409 55.539444),1.1333486271646518
178,178,291,Haderslev Hjorte Apotek,6,Bispebroen 2 A,6100.0,01-01-1753 00:00,,1083.0,510.0,1083.0,"Bispebroen 2 A, 6100 Denmark",55.25049,9.4842702,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (9.484270199999999 55.25049),2.8980086562036087
179,179,047-2,Haderslev Krone Apotek,7,Bredgade 12,6100.0,29Aug2019 0:00:00.000,,1083.0,510.0,1083.0,"Bredgade 12, 6100 Denmark",55.254849,9.48258,2019-08-29,2019.0,2019.0,2019-08-29,,2019.0,,POINT (9.48258 55.254849),2.8990750448117066
180,180,292,Haderslev Løve Apotek,13,Jomfrustien 40,6100.0,01-01-1802 00:00,,1083.0,510.0,1083.0,"Jomfrustien 40, 6100 Denmark",55.25056800000001,9.496685000000001,1802-01-01,1802.0,2008.0,1802-01-01,,1802.0,,POINT (9.496685000000001 55.25056800000001),2.8857058573278027
181,181,164,Hadsten Apotek,6,Vesselbjergvej 8,8370.0,01-01-1896 00:00,,1082.0,710.0,1082.0,"Vesselbjergvej 8, 8370 Denmark",56.32823199999999,10.047822,1896-01-01,1896.0,2008.0,1896-01-01,,1896.0,,POINT (10.047822 56.32823199999999),2.4017192516305874
182,182,164-2,Hadsten Gazelle Apotek,7,Bavne Allé 25,8370.0,01Feb2016 0:00:00.000,13Dec2016 0:00:00.000,1082.0,710.0,,"Bavne Allé 25, 8370 Denmark",56.320519999999995,10.079663,2016-02-01,2016.0,2016.0,2016-02-01,2016-12-13,2016.0,2016.0,POINT (10.079663 56.32051999999999),2.3689925084431973
183,183,218,Hadsund Apotek,6,Storegade 23-25,9560.0,01Jan1905 0:00:00.000,,1081.0,846.0,1081.0,"Storegade 23-25, 9560 Denmark",56.7153131,10.1131185,1905-01-01,1905.0,2008.0,1905-01-01,,1905.0,,POINT (10.1131185 56.7153131),2.478152252488346
184,184,144-1,Hals Apotek,7,Havnegade 7A,9370.0,01Feb2006 0:00:00.000,,1081.0,851.0,1081.0,"Havnegade 7A, 9370 Denmark",56.993303000000004,10.307272,2006-02-01,2006.0,2008.0,2006-02-01,,2006.0,,POINT (10.307272 56.993303),2.444351023370009
186,186,087,Hammel Frijsenborg Apotek,13,Østergade 1,8450.0,01-01-1841 00:00,,1082.0,710.0,1082.0,"Østergade 1, 8450 Denmark",56.257283799999996,9.868662400000002,1841-01-01,1841.0,2008.0,1841-01-01,,1841.0,,POINT (9.868662400000002 56.2572838),2.556621085662634
