,Unnamed: 0,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear,geometry,test
380,380,018-1,Løve Apotek Nysted,7,Adelgade 13,4880.0,01Jul2013 0:00:00.000,,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,2013.0,2013.0,2013-07-01,,2013.0,,POINT (11.728762 54.668997),1.1686449759349538
381,381,018-2,Løve Apotek Østerbro,7,Vendsysselvej 5 B,4800.0,16Nov2015 0:00:00.000,,1085.0,376.0,1085.0,"Vendsysselvej 5 B, 4800 Denmark",54.754489899999996,11.8895495,2015-11-16,2015.0,2015.0,2015-11-16,,2015.0,,POINT (11.8895495 54.7544899),1.0144350753749944
382,382,015-1,Løve Apoteket Centrum,7,Jyllandsgade 23,7000.0,01-01-1753 00:00,,1083.0,607.0,1083.0,"Jyllandsgade 23, 7000 Denmark",55.565725,9.75506,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (9.75506 55.565725),2.6002204725265123
383,383,015,Løve Apoteket Lillebælt Løvbjerg,6,Strevelinsvej 11,7000.0,01Feb2016 0:00:00.000,,1083.0,607.0,1083.0,"Strevelinsvej 11, 7000 Denmark",55.535377000000004,9.717685000000001,2016-02-01,2016.0,2016.0,2016-02-01,,2016.0,,POINT (9.717685000000001 55.535377),2.6387919381544642
384,384,035-2,Løve Apoteket Svendborg Øst,7,Møllergade 92,5700.0,01Dec2017 0:00:00.000,,1083.0,479.0,1083.0,"Møllergade 92, 5700 Denmark",55.063874,10.613521,2017-12-01,2017.0,2017.0,2017-12-01,,2017.0,,POINT (10.613521 55.063874),1.8383219848209404
385,385,005-2,Løve Apoteket Vonsildvej,7,Vonsildvej 1 G,6000.0,01Sep2018 0:00:00.000,,1083.0,621.0,1083.0,"Vonsildvej 1 G, 6000 Denmark",55.4572649,9.475753300000001,2018-09-01,2018.0,2018.0,2018-09-01,,2018.0,,POINT (9.475753300000001 55.4572649),2.8848307805571016
386,386,092-A1,Løvvang Centret Apoteksudsalg,8,Løvbakken 4,9400.0,,25Apr2014 0:00:00.000,1081.0,851.0,1081.0,"Løvbakken 4, 9400 Denmark",57.0729289,9.929141900000001,,,2008.0,,2014-04-25,,2014.0,POINT (9.929141900000001 57.0729289),2.8079688217039753
387,387,096-2,Malling Apotek,7,Stationspladsen 5G,8340.0,01Oct2017 0:00:00.000,,1082.0,751.0,1082.0,"Stationspladsen 5G, 8340 Denmark",56.037668999999994,10.19154,2017-10-01,2017.0,2017.0,2017-10-01,,2017.0,,POINT (10.19154 56.03766899999999),2.1954938802123762
388,388,096-A1,Malling Apoteksudsalg,8,Stationspladsen 5,8340.0,,01Oct2017 0:00:00.000,1082.0,751.0,1082.0,"Stationspladsen 5, 8340 Denmark",56.037701799999994,10.191968699999999,,,2008.0,,2017-10-01,,2017.0,POINT (10.1919687 56.03770179999999),2.195077387014073
389,389,218-1,Mariager Apotek,7,Østergade 10,9550.0,,,1081.0,846.0,1081.0,"Østergade 10, 9550 Denmark",56.651483999999996,9.983627,,,2008.0,,,,,POINT (9.983627 56.651484),2.5704450248009563
390,390,025,Maribo Apotek,6,Vestergade 1,4930.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Vestergade 1, 4930 Denmark",54.774378000000006,11.500548,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.500548 54.77437800000001),1.2272015833207648
391,391,025-1,Maribo Torvegades Apotek,7,Torvegade 9,4930.0,01Mar2018 0:00:00.000,,1085.0,360.0,1085.0,"Torvegade 9, 4930 Denmark",54.7736,11.505733,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,,POINT (11.505733 54.7736),1.2241636675052894
392,392,302-3,Marsk Apoteket,7,Plantagevej 38,6270.0,03Oct2016 0:00:00.000,,1083.0,550.0,1083.0,"Plantagevej 38, 6270 Denmark",54.939099,8.855148,2016-10-03,2016.0,2016.0,2016-10-03,,2016.0,,POINT (8.855148 54.939099),3.571346439850663
393,393,315,Marstal Apotek,6,Kirkestræde 23,5960.0,01Jan1902 0:00:00.000,,1083.0,492.0,1083.0,"Kirkestræde 23, 5960 Denmark",54.853986,10.518279,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (10.518279 54.853986),2.0031982138170963
394,394,241-3,Mega Syd Apotek,7,Ringvej Syd 100F,8260.0,03Aug2020 0:00:00.000,,1082.0,751.0,,"Ringvej Syd 100F, 8260 Denmark",56.11715600000001,10.154063,2020-08-03,2020.0,2020.0,2020-08-03,,2020.0,,POINT (10.154063 56.11715600000001),2.247347767388929
395,395,047,Middelfart Apotek,6,Jernbanegade 2C,5500.0,01-01-1799 00:00,,1083.0,410.0,1083.0,"Jernbanegade 2C, 5500 Denmark",55.50411999999999,9.734367,1799-01-01,1799.0,2008.0,1799-01-01,,1799.0,,POINT (9.734367000000001 55.50411999999999),2.6237574397836396
396,396,015-3,Middelfart Løve Apotek Kløvervej,7,Kløvervej 10-14,5500.0,31Aug2018 0:00:00.000,,1083.0,410.0,1083.0,"Kløvervej 10-14, 5500 Denmark",55.9262958,11.9101248,2018-08-31,2018.0,2018.0,2018-08-31,,2018.0,,POINT (11.9101248 55.9262958),0.5191692806197977
397,397,070-1-A1,Mols Apoteksudsalg,8,Knebel Bygade 21,8420.0,,,1082.0,706.0,1082.0,"Knebel Bygade 21, 8420 Denmark",56.217379099999995,10.486590199999998,,,2008.0,,,,,POINT (10.4865902 56.2173791),1.9495255819252666
398,398,052-A1,Munkebo Apoteksudsalg,8,Bycentret 204,5330.0,,,1083.0,440.0,1083.0,"Bycentret 204, 5330 Denmark",55.45995799999999,10.559866,,,2008.0,,,,,POINT (10.559866 55.45995799999999),1.8045655273159258
399,399,225-1,Maaløv Apotek,7,Stationsvej 7,2760.0,,,1084.0,151.0,1084.0,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,,,2008.0,,,,,POINT (12.318699 55.748557),0.09847148757381181
400,400,241-A2,Mårslet Apoteksudsalg,8,"Hørretvej, Mårslet",8320.0,,11Jun2019 0:00:00.000,1082.0,751.0,1082.0,"Hørretvej, Mårslet, 8320 Denmark",56.06761379999999,10.1617567,,,2008.0,,2019-06-11,,2019.0,POINT (10.1617567 56.06761379999999),2.230156173133828
401,401,241-A4,Mårslet Apoteksudsalg,8,Hørretvej 12,8320.0,01Feb2020 0:00:00.000,,1082.0,751.0,1082.0,"Hørretvej 12, 8320 Denmark",56.067455,10.163977000000001,2020-02-01,2020.0,2020.0,2020-02-01,,2020.0,,POINT (10.163977 56.067455),2.227944663811244
402,402,013,Nakskov Løve Apotek,6,Nygade 17-19,4900.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Nygade 17-19, 4900 Denmark",54.829661800000004,11.1403936,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.1403936 54.8296618),1.4682591215064178
403,403,008-1,Neptun Apotek Ribe,7,Seminarievej 1,6760.0,24Nov2016 0:00:00.000,,1083.0,561.0,1083.0,"Seminarievej 1, 6760 Denmark",55.331363,8.768608,2016-11-24,2016.0,2016.0,2016-11-24,,2016.0,,POINT (8.768608 55.331363),3.5998016570875118
404,404,233-1,Neptun Apotek Sædding,7,Sædding Center,6710.0,,,1083.0,561.0,1083.0,"Sædding Center, 6710 Denmark",55.499677399999996,8.4007349,,,2008.0,,,,,POINT (8.4007349 55.4996774),3.9560701802788554
405,405,082,Nexø Apotek,6,Strandgade 7,3730.0,01-01-1830 00:00,,1084.0,400.0,1084.0,"Strandgade 7, 3730 Denmark",55.063241000000005,15.133632,1830-01-01,1830.0,2008.0,1830-01-01,,1830.0,,POINT (15.133632 55.063241),2.842538051899745
406,406,057,Nibe Apotek,13,Mellemgade 9,9240.0,01-01-1804 00:00,30Sep2013 0:00:00.000,1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,1804-01-01,1804.0,2008.0,1804-01-01,2013-09-30,1804.0,2013.0,POINT (9.638064 56.982515),3.0220738541872194
407,407,181-1,Nibe Apotek,7,Mellemgade 9,9240.0,01Oct2013 0:00:00.000,,1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,2013-10-01,2013.0,2013.0,2013-10-01,,2013.0,,POINT (9.638064 56.982515),3.0220738541872194
408,408,152-2,Niels Bohrs Allé Apotek,7,Niels Bohrs Allé 150,5230.0,29Oct2016 0:00:00.000,,1083.0,461.0,1083.0,"Niels Bohrs Allé 150, 5230 Denmark",55.377047999999995,10.432013000000001,2016-10-29,2016.0,2016.0,2016-10-29,,2016.0,,POINT (10.432013 55.37704799999999),1.941896741405165
409,409,196,Nimtofte Apotek,6,Ryomgårdvej 21,8581.0,01Jan1902 0:00:00.000,28Feb2010 0:00:00.000,1082.0,706.0,1082.0,"Ryomgårdvej 21, 8581 Denmark",56.408,10.5686,1902-01-01,1902.0,2008.0,1902-01-01,2010-02-28,1902.0,2010.0,POINT (10.5686 56.408),1.936826106603533
410,410,079-1,Nivå Apotek,7,Nivå Center 75,2990.0,,,1084.0,210.0,1084.0,"Nivå Center 75, 2990 Denmark",55.93464,12.504553999999999,,,2008.0,,,,,POINT (12.504554 55.93464),0.31640560955362307
411,411,297,Nordborg Apotek,6,Storegade 28,6430.0,01-01-1835 00:00,11Jul2014 0:00:00.000,1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282000000001,1835-01-01,1835.0,2008.0,1835-01-01,2014-07-11,1835.0,2014.0,POINT (9.745282000000001 55.057527),2.6763041315848235
412,412,298-1,Nordborg Apotek,7,Storegade 28,6430.0,01Feb2014 0:00:00.000,,1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282000000001,2014-02-01,2014.0,2014.0,2014-02-01,,2014.0,,POINT (9.745282000000001 55.057527),2.6763041315848235
413,413,278-2,Nordhavn Apotek,7,Århusgade 134 A,2150.0,27Mar2020 0:00:00.000,,1084.0,101.0,1084.0,"Århusgade 134 A, 2150 Denmark",55.7076295,12.5947013,2020-03-27,2020.0,2020.0,2020-03-27,,2020.0,,POINT (12.5947013 55.7076295),0.24636726848333645
414,414,189-3,Nr. Aaby Apotek,7,Grønnegade 12,5580.0,23Oct2017 0:00:00.000,,1083.0,410.0,1083.0,"Grønnegade 12, 5580 Denmark",55.461115,9.877491000000001,2017-10-23,2017.0,2017.0,2017-10-23,,2017.0,,POINT (9.877491000000001 55.461115),2.48390157188585
415,415,189-A1,Nr. Aaby Apoteksudsalg,8,Østergade 34,5580.0,,23Oct2017 0:00:00.000,1083.0,410.0,1083.0,"Østergade 34, 5580 Denmark",55.459959,9.87795,,,2008.0,,2017-10-23,,2017.0,POINT (9.87795 55.459959),2.483535216792788
416,416,316,Nyborg Apotek,6,Kongegade 8,5800.0,01Jan1924 0:00:00.000,,1083.0,450.0,1083.0,"Kongegade 8, 5800 Denmark",55.31150600000001,10.790021000000001,1924-01-01,1924.0,2008.0,1924-01-01,,1924.0,,POINT (10.790021 55.31150600000001),1.6012828914155024
417,417,053-3,Nyholm Apotek,7,Nyholmvej 20 C/o Bilka Holstebro,7500.0,01Sep2019 0:00:00.000,,1082.0,661.0,1082.0,"Nyholmvej 20 C/o Bilka Holstebro, 7500 Denmark",56.3601,8.6161,2019-09-01,2019.0,2019.0,2019-09-01,,2019.0,,POINT (8.616099999999999 56.3601),3.8032419911729267
418,418,062,Nykøbing Apotek,6,Algade 20,4500.0,01-01-1809 00:00,,1085.0,306.0,1085.0,"Algade 20, 4500 Denmark",55.92218100000001,11.668122,1809-01-01,1809.0,2008.0,1809-01-01,,1809.0,,POINT (11.668122 55.92218100000001),0.7352477767514866
419,419,136,Nykøbing F. Svane Apotek,6,Slotsbryggen 1-3,4800.0,01-01-1882 00:00,,1085.0,376.0,1085.0,"Slotsbryggen 1-3, 4800 Denmark",54.7717368,11.8639389,1882-01-01,1882.0,2008.0,1882-01-01,,1882.0,,POINT (11.8639389 54.7717368),1.0112822213047419
420,420,314,Nykøbing Mors Sct. Clemens Apotek,6,Algade 3,7900.0,01Jan1923 0:00:00.000,,1081.0,773.0,1081.0,"Algade 3, 7900 Denmark",56.794109,8.857267,1923-01-01,1923.0,2008.0,1923-01-01,,1923.0,,POINT (8.857267 56.794109),3.6768371113239424
421,421,075,Nysted Apotek,6,Adelgade 13,4880.0,01-01-1827 00:00,30Jun2013 0:00:00.000,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,1827-01-01,1827.0,2008.0,1827-01-01,2013-06-30,1827.0,2013.0,POINT (11.728762 54.668997),1.1686449759349538
422,422,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850.0,01-01-1873 00:00,,1084.0,230.0,1084.0,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,1873.0,2008.0,1873-01-01,,1873.0,,POINT (12.5385 55.816),0.2441079110168301
423,423,177-1,Næsby Apotek,7,Bogensevej 49,5270.0,01Oct2016 0:00:00.000,,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,,POINT (10.359541 55.418505),2.0083073618838823
424,424,177-A2,Næsby Apoteksudsalg,8,Bogensevej 49,5270.0,,01Oct2016 0:00:00.000,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,,,2008.0,,2016-10-01,,2016.0,POINT (10.359541 55.418505),2.0083073618838823
425,425,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700.0,01-01-1753 00:00,,1085.0,370.0,1085.0,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (11.7609 55.2299),0.7303460939999621
426,426,188-1,Næstved Sct. Jørgens Apotek,7,Sct. Jørgens Park 34,4700.0,,,1085.0,370.0,1085.0,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,,,2008.0,,,,,POINT (11.757241 55.2158),0.7416105473306049
427,427,012-1,Næstved Storcenter Apotek,7,Næstved Storcenter nr. 3 butik 45,4700.0,01Nov2015 0:00:00.000,,1085.0,370.0,1085.0,"Næstved Storcenter nr. 3 butik 45, 4700 Denmark",55.2299,11.7609,2015-11-01,2015.0,2015.0,2015-11-01,,2015.0,,POINT (11.7609 55.2299),0.7303460939999621
428,428,012-A2,Næstved Storcenter Apoteksudsalg,8,Næstved Storcenter,4700.0,,30Oct2015 0:00:00.000,1085.0,370.0,1085.0,"Næstved Storcenter, 4700 Denmark",55.2537564,11.7823968,,,2008.0,,2015-10-30,,2015.0,POINT (11.7823968 55.2537564),0.6989959353823169
429,429,188,Næstved Svane Apotek,6,Torvestræde 8,4700.0,01Jan1900 0:00:00.000,,1085.0,370.0,1085.0,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,,POINT (11.760045 55.230064),0.7309445430400329
430,430,195,Nørre Alslev Apotek,6,Apotekergade 1,4840.0,01Jan1902 0:00:00.000,,1085.0,376.0,1085.0,"Apotekergade 1, 4840 Denmark",54.89867099999999,11.879174,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (11.879174 54.89867099999999),0.8941455094614141
431,431,273-2,Nørregades Apotek,7,Nørregade 32 C,7800.0,05Sep2016 0:00:00.000,,1082.0,779.0,1082.0,"Nørregade 32 C, 7800 Denmark",56.5687225,9.0274146,2016-09-05,2016.0,2016.0,2016-09-05,,2016.0,,POINT (9.0274146 56.5687225),3.4490963522198688
432,432,124,Nørre-Nebel Apotek,13,Bredgade 12,6830.0,01Mar2003 0:00:00.000,,1083.0,573.0,1083.0,"Bredgade 12, 6830 Denmark",55.779635,8.286603999999999,2003-03-01,2003.0,2008.0,2003-03-01,,2003.0,,POINT (8.286603999999999 55.779635),4.068954163285943
433,433,156-1,Nørre-Snede Apotek,7,Bredgade 22,8766.0,01Jun2009 0:00:00.000,,1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.968579299999995,9.3977107,2009-06-01,2009.0,2009.0,2009-06-01,,2009.0,,POINT (9.397710699999999 55.96857929999999),2.9724111312721497
434,434,219,Nørre-Snede Apotek,6,Bredgade 22,8766.0,01Jan1906 0:00:00.000,01Jun2009 0:00:00.000,1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.968579299999995,9.3977107,1906-01-01,1906.0,2008.0,1906-01-01,2009-06-01,1906.0,2009.0,POINT (9.397710699999999 55.96857929999999),2.9724111312721497
435,435,096,Odder Apotek,6,Rosensgade 14,8300.0,01-01-1850 00:00,,1082.0,727.0,1082.0,"Rosensgade 14, 8300 Denmark",55.972531000000004,10.147434,1850-01-01,1850.0,2008.0,1850-01-01,,1850.0,,POINT (10.147434 55.972531),2.2287786665368996
436,436,177,Odense Albani Apotek,6,Albanigade 54 F,5000.0,01-01-1899 00:00,,1083.0,461.0,1083.0,"Albanigade 54 F, 5000 Denmark",55.39238960000001,10.397102499999999,1899-01-01,1899.0,2008.0,1899-01-01,,1899.0,,POINT (10.3971025 55.39238960000001),1.9743393603257802
437,437,282,Odense Apoteket Ørnen,6,Vestergade 80,5000.0,01Jan1919 0:00:00.000,,1083.0,461.0,1083.0,"Vestergade 80, 5000 Denmark",55.394452,10.382394,1919-01-01,1919.0,2008.0,1919-01-01,,1919.0,,POINT (10.382394 55.394452),1.9886437902362006
438,438,123,Odense Bellinge Apotek,6,Elmegårdsvej 2,5250.0,01-01-1871 00:00,,1083.0,461.0,1083.0,"Elmegårdsvej 2, 5250 Denmark",55.336904000000004,10.315616,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,,POINT (10.315616 55.336904),2.0629872908820834
439,439,357,Odense Bolbro Apotek,13,Middelfartvej 129,5200.0,01Jan1960 0:00:00.000,,1083.0,461.0,1083.0,"Middelfartvej 129, 5200 Denmark",55.394098,10.347762,1960-01-01,1960.0,2008.0,1960-01-01,,1960.0,,POINT (10.347762 55.394098),2.023024803986596
440,440,345,Odense Dalum Apotek,6,Dalumvej 34,5250.0,01Jan1938 0:00:00.000,,1083.0,461.0,1083.0,"Dalumvej 34, 5250 Denmark",55.37213199999999,10.370652,1938-01-01,1938.0,2008.0,1938-01-01,,1938.0,,POINT (10.370652 55.37213199999999),2.003330392564593
441,441,151-1,Odense Rosengården Apotek,7,Ørbækvej 75,5220.0,,,1083.0,461.0,1083.0,"Ørbækvej 75, 5220 Denmark",55.382488,10.428085000000001,,,2008.0,,,,,POINT (10.428085 55.382488),1.9450100567287552
442,442,198,Odense Sct. Hans Apotek,6,Skibhusvej 66,5000.0,01Jan1902 0:00:00.000,,1083.0,461.0,1083.0,"Skibhusvej 66, 5000 Denmark",55.406309,10.392826,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,,POINT (10.392826 55.406309),1.976767507115089
443,443,151,Odense Sct. Knuds Apotek,6,Kongensgade 51,5000.0,01-01-1889 00:00,,1083.0,461.0,1083.0,"Kongensgade 51, 5000 Denmark",55.397363,10.380987,1889-01-01,1889.0,2008.0,1889-01-01,,1889.0,,POINT (10.380987 55.397363),1.9896572805548711
444,444,198-1,Odense Vollsmose Apotek,7,"Vollsmose Allé 10, Center Øst",5240.0,,,1083.0,461.0,1083.0,"Vollsmose Allé 10, Center Øst, 5240 Denmark",55.3902,10.5201,,,2008.0,,,,,POINT (10.5201 55.3902),1.852833983556272
445,445,124-1,Oksbøl Apotek,7,Vestergade 14,6840.0,22May2017 0:00:00.000,,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625356999999994,8.27817,2017-05-22,2017.0,2017.0,2017-05-22,,2017.0,,POINT (8.278169999999999 55.62535699999999),4.07564409440692
446,446,124-A1,Oksbøl Apoteksudsalg,8,Vestergade 14,6840.0,,22May2017 0:00:00.000,1083.0,573.0,1083.0,"Vestergade 14, 6840 Denmark",55.625356999999994,8.27817,,,2008.0,,2017-05-22,,2017.0,POINT (8.278169999999999 55.62535699999999),4.07564409440692
447,447,325,Ordrup Apotek,6,Ordrupvej 80,2920.0,01Jan1930 0:00:00.000,,1084.0,157.0,1084.0,"Ordrupvej 80, 2920 Denmark",55.761534999999995,12.574219,1930-01-01,1930.0,2008.0,1930-01-01,,1930.0,,POINT (12.574219 55.76153499999999),0.24425446775237977
448,448,121,Otterup Apotek,6,Nørregade 2,5450.0,01-01-1871 00:00,,1083.0,480.0,1083.0,"Nørregade 2, 5450 Denmark",55.515298,10.39833,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,,POINT (10.39833 55.515298),1.9604576613334452
449,449,003-2,Overlund Apotek,7,"c/o Løvbjerg, Randersvej 60",8800.0,18Jun2018 0:00:00.000,,1082.0,791.0,1082.0,"c/o Løvbjerg, Randersvej 60, 8800 Denmark",56.4532,9.402000000000001,2018-06-18,2018.0,2018.0,2018-06-18,,2018.0,,POINT (9.402000000000001 56.4532),3.057321042288656
450,450,301-1,Padborg Apotek,7,Bovvej 9,6330.0,,,1083.0,580.0,1083.0,"Bovvej 9, 6330 Denmark",54.82629,9.362908000000001,,,2008.0,,,,,POINT (9.362908000000001 54.82629),3.103881242822444
451,451,011-3,Paderup Løve Apotek,7,Merkurvej 55,8960.0,28Sep2017 0:00:00.000,,1082.0,730.0,1082.0,"Merkurvej 55, 8960 Denmark",56.429669999999994,10.063987,2017-09-28,2017.0,2017.0,2017-09-28,,2017.0,,POINT (10.063987 56.42966999999999),2.416719455294717
452,452,105-1,Pandrup Apotek,7,Bredgade 3,9490.0,01Sep2015 0:00:00.000,,1081.0,849.0,1081.0,"Bredgade 3, 9490 Denmark",57.224942000000006,9.677366000000001,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (9.677366000000001 57.22494200000001),3.102048243890641
453,453,105-A3,Pandrup Apoteksudsalg,8,Bredgade 6K,9490.0,,01Sep2015 0:00:00.000,1081.0,849.0,1081.0,"Bredgade 6K, 9490 Denmark",57.224031000000004,9.676803,,,2008.0,,2015-09-01,,2015.0,POINT (9.676803 57.224031),3.102073552473089
454,454,365-2,Plusapoteket Waves,7,"Over Bølgen 3 D, Waves",2670.0,29Oct2015 0:00:00.000,,1085.0,253.0,1085.0,"Over Bølgen 3 D, Waves, 2670 Denmark",55.5833,12.3,2015-10-29,2015.0,2015.0,2015-10-29,,2015.0,,POINT (12.3 55.5833),0.0907934073652925
455,455,086,Præstø Apotek,6,Svend Gønges Torv 12,4720.0,01-01-1816 00:00,,1085.0,390.0,1085.0,"Svend Gønges Torv 12, 4720 Denmark",55.121942000000004,12.040149000000001,1816-01-01,1816.0,2008.0,1816-01-01,,1816.0,,POINT (12.040149 55.121942),0.619740524171202
456,456,238-1,Prøvestens Apotek,7,Birkedalsvej 7-9,3000.0,01Sep2015 0:00:00.000,,1084.0,217.0,1084.0,"Birkedalsvej 7-9, 3000 Denmark",56.020160499999996,12.5688102,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,,POINT (12.5688102 56.0201605),0.4225083741575849
457,457,238-A1,Prøvestenscentrets Apoteksudsalg,8,Birkedalsvej 7,3000.0,,01Sep2015 0:00:00.000,1084.0,217.0,1084.0,"Birkedalsvej 7, 3000 Denmark",56.020538,12.572381,,,2008.0,,2015-09-01,,2015.0,POINT (12.572381 56.020538),0.4246610874238425
458,458,274,Randers Jernbane Apotek,6,Vestertorv 2,8900.0,01Jan1917 0:00:00.000,,1082.0,730.0,1082.0,"Vestertorv 2, 8900 Denmark",56.954561600000005,8.6851127,1917-01-01,1917.0,2008.0,1917-01-01,,1917.0,,POINT (8.685112699999999 56.95456160000001),3.891455211580761
459,459,011,Randers Løve Apotek,6,Østervold 24,8900.0,01-01-1753 00:00,,1082.0,730.0,1082.0,"Østervold 24, 8900 Denmark",56.460735,10.039052,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (10.039052 56.460735),2.450376223009438
460,460,326-3,Randers Nord Apotek,7,Mariagervej 175,8920.0,28Jun2018 0:00:00.000,,1082.0,730.0,1082.0,"Mariagervej 175, 8920 Denmark",56.482423,10.024875,2018-06-28,2018.0,2018.0,2018-06-28,,2018.0,,POINT (10.024875 56.482423),2.4709367188742397
462,462,326,Randers Sønderbros Apotek,6,Dytmærsken 10,8900.0,01Jan1931 0:00:00.000,,1082.0,730.0,1082.0,"Dytmærsken 10, 8900 Denmark",56.45893100000001,10.03876,1931-01-01,1931.0,2008.0,1931-01-01,,1931.0,,POINT (10.03876 56.45893100000001),2.450060631109771
463,463,008,Ribe Apotek,13,J. Lauritzens Plads 14-16,6760.0,01-01-1753 00:00,,1083.0,561.0,1083.0,"J. Lauritzens Plads 14-16, 6760 Denmark",55.3311167,8.7683738,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (8.768373800000001 55.3311167),3.6000571537153023
464,464,091,Ringe Apotek,13,Torvet 5,5750.0,01-01-1842 00:00,,1083.0,430.0,1083.0,"Torvet 5, 5750 Denmark",55.237205,10.47977,1842-01-01,1842.0,2008.0,1842-01-01,,1842.0,,POINT (10.47977 55.237205),1.9202642899106357
465,465,038,Ringkøbing Løve Apotek,6,Torvegade 5,6950.0,01-01-1753 00:00,,1082.0,760.0,1082.0,"Torvegade 5, 6950 Denmark",56.0909433,8.2415235,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (8.2415235 56.0909433),4.135055412217682
466,466,077,Ringsted Apotek,6,Sct. Hansgade 23,4100.0,01-01-1808 00:00,,1085.0,329.0,1085.0,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,1808.0,2008.0,1808-01-01,,1808.0,,POINT (11.7901 55.4426),0.6028254502100923
467,467,022-2,Ringsted Svane Apotek,7,Nørregade 13,4100.0,01Dec2019 0:00:00.000,,1085.0,329.0,1085.0,"Nørregade 13, 4100 Denmark",55.446888,11.788826,2019-12-01,2019.0,2019.0,2019-12-01,,2019.0,,POINT (11.788826 55.446888),0.602511449714443
468,468,252-4,Roskilde Apotek - Stationscentret,7,Stationscentret 12,4000.0,19Oct2016 0:00:00.000,01Apr2019 0:00:00.000,1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2016-10-19,2016.0,2016.0,2016-10-19,2019-04-01,2016.0,2019.0,POINT (12.083644 55.637613),0.2707116369903596
469,469,017,Roskilde Dom Apotek,6,Algade 51,4000.0,01-01-1753 00:00,,1085.0,265.0,1085.0,"Algade 51, 4000 Denmark",55.640674,12.089246000000001,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,,POINT (12.089246 55.640674),0.26492296842855967
470,470,170-4,Roskilde Stations Apotek,7,Stationscentret 12,4000.0,01Apr2019 0:00:00.000,,1085.0,265.0,1085.0,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2019-04-01,2019.0,2019.0,2019-04-01,,2019.0,,POINT (12.083644 55.637613),0.2707116369903596
471,471,170,Roskilde Svane Apotek,6,Skomagergade 19,4000.0,01-01-1898 00:00,,1085.0,265.0,1085.0,"Skomagergade 19, 4000 Denmark",55.640778000000005,12.077801,1898-01-01,1898.0,2008.0,1898-01-01,,1898.0,,POINT (12.077801 55.640778),0.2763423979992944
472,472,143,Roslev Apotek,6,Jernbanegade 15,7870.0,01-01-1885 00:00,,1082.0,779.0,1082.0,"Jernbanegade 15, 7870 Denmark",56.70287,8.990748,1885-01-01,1885.0,2008.0,1885-01-01,,1885.0,,POINT (8.990748 56.70287),3.521970102591019
