,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
332,168,Koldby Apotek,6,Algade 18 D,7770.0,03-07-1877 00:00,"30Jun1999 0:00:00,000",76.0,,,"Algade 18 D, 7770 Denmark",55.2158579,8.8351129,1877-03-07,1999-06-30,1877.0,1999.0,2008.0,POINT (8.8351129 55.2158579)
333,005,Kolding Løve Apotek,6,"Sundhedshuset, Jernbanegade 26",6000.0,01-01-1753 00:00,,1083.0,621.0,1083.0,"Sundhedshuset, Jernbanegade 26, 6000 Denmark",55.4904,9.4722,1753-01-01,,1753.0,,2008.0,POINT (9.472200000000001 55.4904)
334,005-1,Kolding Løve Apotek - Storcenter,7,"Kolding Storcenter, Skovvangen 42",6000.0,"01Jul2015 0:00:00,000",,1083.0,621.0,1083.0,"Kolding Storcenter, Skovvangen 42, 6000 Denmark",55.5133815,9.4596272,2015-07-01,,2015.0,,2015.0,POINT (9.4596272 55.5133815)
335,005-A1,Kolding Storcenter Apoteksudsalg,8,Skovvangen 42,6000.0,16.08.2010,"01Jul2015 0:00:00,000",1083.0,621.0,1083.0,"Skovvangen 42, 6000 Denmark",55.5140691,9.4619227,2010-08-16,2015-07-01,2010.0,2015.0,2010.0,POINT (9.461922700000001 55.5140691)
336,142,Kolding Svane Apotek,6,Låsbygade 2,6000.0,01-01-1885 00:00,"31Oct2000 0:00:00,000",60.0,,,"Låsbygade 2, 6000 Denmark",55.491761,9.47178,1885-01-01,2000-10-31,1885.0,2000.0,2008.0,POINT (9.471780000000001 55.491761)
337,070-1,Kolind Apotek,7,Drasbeksgade 16,8560.0,02.07.2008,,1082.0,706.0,1082.0,"Drasbeksgade 16, 8560 Denmark",56.362668,10.588453,2008-02-07,,2008.0,,2008.0,POINT (10.588453 56.362668)
338,323-4,Kongelundens Apotek,7,Kongelundsvej 364,2770.0,"06Dec2018 0:00:00,000",,1084.0,185.0,1084.0,"Kongelundsvej 364, 2770 Denmark",55.609878,12.584128,2018-12-06,,2018.0,,2018.0,POINT (12.584128 55.609878)
339,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970.0,"09Nov2015 0:00:00,000",,1084.0,223.0,1084.0,"Usserød Kongevej 65 B, 2970 Denmark",55.888781,12.4967122,2015-11-09,,2015.0,,2015.0,POINT (12.4967122 55.888781)
340,079-A1,Kongevejens Apoteksudsalg,8,Usserød Kongevej 65B,2970.0,01.01.2000,"09Nov2015 0:00:00,000",1084.0,223.0,1084.0,"Usserød Kongevej 65B, 2970 Denmark",55.887465,12.496803,2000-01-01,2015-11-09,2000.0,2015.0,2008.0,POINT (12.496803 55.887465)
341,043,Korsør Apotek,6,Algade 49,4220.0,01-01-1761 00:00,,1085.0,330.0,1085.0,"Algade 49, 4220 Denmark",55.3278702,11.1399915,1761-01-01,,1761.0,,2008.0,POINT (11.1399915 55.3278702)
342,357-2,Korup Apoteksfilial,7,Åbakkevej 67 D,5210.0,"01Oct2015 0:00:00,000",,1083.0,461.0,1083.0,"Åbakkevej 67 D, 5210 Denmark",55.419688,10.2741353,2015-10-01,,2015.0,,2015.0,POINT (10.2741353 55.419688)
343,357-A1,Korup Apoteksudsalg,8,Åbakkevej 67,5210.0,27.09.2001,"01Oct2015 0:00:00,000",1083.0,461.0,1083.0,"Åbakkevej 67, 5210 Denmark",55.417949,10.273958,2001-09-27,2015-10-01,2001.0,2015.0,2008.0,POINT (10.273958 55.417949)
344,060-4,Kridthøj Apotek filial af Skanderborg Apotek,7,Olaf Rudes Vej 22,8270.0,"02May2016 0:00:00,000",,1082.0,751.0,1082.0,"Olaf Rudes Vej 22, 8270 Denmark",56.117951,10.194858,2016-05-02,,2016.0,,2016.0,POINT (10.194858 56.117951)
345,011-A2,Kristrup Apoteksudsalg,8,Valdemarsvej 1 ST,8960.0,01.01.2000,"01Sep2015 0:00:00,000",1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.447032,10.055193,2000-01-01,2015-09-01,2000.0,2015.0,2008.0,POINT (10.055193 56.447032)
346,011-1,Kristrup Løve Apotek,7,Valdemarsvej 1 ST,8960.0,"01Sep2015 0:00:00,000",,1082.0,730.0,1082.0,"Valdemarsvej 1 ST, 8960 Denmark",56.447032,10.055193,2015-09-01,,2015.0,,2015.0,POINT (10.055193 56.447032)
347,188-2,Kvægtorvets Apotek,7,Kvægtorvet 8,4700.0,"09Mar2020 0:00:00,000",,1085.0,370.0,,"Kvægtorvet 8, 4700 Denmark",55.23293,11.761212,2020-03-09,,2020.0,,2020.0,POINT (11.761212 55.23293)
348,243,København Amagerbro Apotek,6,Reberbanegade 3,2300.0,"01Jan1913 0:00:00,000",,1084.0,101.0,1084.0,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,,1913.0,,2008.0,POINT (12.603788 55.662829)
349,341,København Apoteket Rosen,6,Tuborgvej 269,2400.0,"01Jan1935 0:00:00,000",,1084.0,101.0,1084.0,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,,1935.0,,2008.0,POINT (12.53244 55.71175)
350,341-1,København Apoteket Ryparken,7,Lyngbyvej 155,2100.0,02.07.2008,30.06.2009,1084.0,101.0,1084.0,"Lyngbyvej 155, 2100 Denmark",55.717963,12.556353,2008-02-07,2009-06-30,2008.0,2009.0,2008.0,POINT (12.556353 55.717963)
351,420,København Apoteket Ryparken,7,Lyngbyvej 154,2100.0,01.02.1988,31.05.2007,1084.0,101.0,1084.0,"Lyngbyvej 154, 2100 Denmark",55.719461,12.556987,1988-01-02,2007-05-31,1988.0,2007.0,2008.0,POINT (12.556987 55.719461)
352,242,København Apoteket Svalen,6,Nørrebrogade 224,2200.0,"01Jan1913 0:00:00,000",,1084.0,101.0,1084.0,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,,1913.0,,2008.0,POINT (12.540203 55.700139)
353,232,København Apoteket Trianglen,6,Ndr. Frihavnsgade 3,2100.0,"01Jan1909 0:00:00,000",,1084.0,101.0,1084.0,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069,1909-01-01,,1909.0,,2008.0,POINT (12.578069 55.700024)
357,193,København Brønshøj Apotek,6,Frederikssundsvej 121,2700.0,"01Jan1902 0:00:00,000","23Dec2004 0:00:00,000",13.0,101.0,,"Frederikssundsvej 121, 2700 Denmark",55.7051188,12.5043223,1902-01-01,2004-12-23,1902.0,2004.0,2008.0,POINT (12.5043223 55.7051188)
358,029,København Christianshavns Apotek,6,Torvegade 47,1400.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Torvegade 47, 1400 Denmark",55.672344,12.591926,1753-01-01,,1753.0,,2008.0,POINT (12.591926 55.672344)
359,139,København Delfin Apoteket,6,Nørre Farimagsgade 63,1364.0,01-01-1884 00:00,"31May2002 0:00:00,000",13.0,101.0,,"Nørre Farimagsgade 63, 1364 Denmark",55.685244,12.568321,1884-01-01,2002-05-31,1884.0,2002.0,2008.0,POINT (12.568321 55.685244)
360,329,København Dyveke Apotek,6,Øresundsvej 53,2300.0,"01Jan1932 0:00:00,000","31May2010 0:00:00,000",1084.0,101.0,1084.0,"Øresundsvej 53, 2300 Denmark",55.660788,12.614192,1932-01-01,2010-05-31,1932.0,2010.0,2008.0,POINT (12.614192 55.660788)
361,309,København Enghave Apotek,13,Enghave Plads 25,1670.0,"01Jan1922 0:00:00,000",,1084.0,101.0,1084.0,"Enghave Plads 25, 1670 Denmark",55.666133,12.544116,1922-01-01,,1922.0,,2008.0,POINT (12.544116 55.666133)
367,334,København Grøndalsapoteket,13,Godthåbsvej 187A,2720.0,"01Jan1935 0:00:00,000",,1084.0,101.0,1084.0,"Godthåbsvej 187A, 2720 Denmark",55.6908748,12.5159263,1935-01-01,,1935.0,,2008.0,POINT (12.5159263 55.6908748)
370,340,København Hamlets Apotek,6,Hamletsgade 2,2200.0,"01Jan1937 0:00:00,000","01Jun2009 0:00:00,000",1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,1937-01-01,2009-06-01,1937.0,2009.0,2008.0,POINT (12.547708 55.703088)
371,341-2,København Hamlets Apotek,7,Hamletsgade 2,2200.0,"01Jun2009 0:00:00,000",,1084.0,101.0,1084.0,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009.0,,2009.0,POINT (12.547708 55.703088)
373,308,København Holmbladsgades Apotek,6,Holmbladsgade 20,2300.0,"01Jan1922 0:00:00,000","28Feb2003 0:00:00,000",13.0,101.0,,"Holmbladsgade 20, 2300 Denmark",55.6645,12.604102,1922-01-01,2003-02-28,1922.0,2003.0,2008.0,POINT (12.604102 55.6645)
374,322,København Husum Apotek,6,Frederikssundsvej 320,2700.0,"01Jan1929 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929.0,,2008.0,POINT (12.47255 55.711998)
375,029-1,København Islands Brygge Apotek,7,Islands Brygge 3-5,2300.0,"01Feb2003 0:00:00,000",,1084.0,101.0,1084.0,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003.0,,2008.0,POINT (12.5797902 55.6695424)
379,021,København Kongelig Hof Apotek,6,Store Kongensgade 45,1264.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753.0,,2008.0,POINT (12.586637 55.683269)
382,338,København Linde Apoteket,6,Frederikssundsvej 152,2700.0,"01Jan1937 0:00:00,000",,1084.0,101.0,1084.0,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937.0,,2008.0,POINT (12.500087 55.704659)
384,090,København Nørrebro Apotek,6,Nørrebrogade 8,2200.0,01-01-1843 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843.0,,2008.0,POINT (12.56233 55.687462)
385,336,København Oxford Allé Apotek,6,Amagerbrogade 204 B,2300.0,"01Jan1936 0:00:00,000","01Jan2009 0:00:00,000",1084.0,101.0,1084.0,"Amagerbrogade 204 B, 2300 Denmark",55.6613309,12.6038658,1936-01-01,2009-01-01,1936.0,2009.0,2008.0,POINT (12.6038658 55.6613309)
389,134,København Sct. Stefans Apotek,13,Nørrebrogade 140,2200.0,01-01-1881 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881.0,,2008.0,POINT (12.548836 55.694695)
392,183,København Steno Apotek,6,Vesterbrogade 6 C,1620.0,"01Jan1900 0:00:00,000",,1084.0,101.0,1084.0,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900.0,,2008.0,POINT (12.550866 55.6726557)
397,332,København Sydhavnsapoteket,13,Borgbjergsvej 15,2450.0,"01Jan1933 0:00:00,000",,1084.0,101.0,1084.0,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933.0,,2008.0,POINT (12.537598 55.651462)
399,199,København Sønderbro Apotek,6,Amagerbrogade 158,2300.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902.0,,2008.0,POINT (12.610199 55.654731)
400,318,København Trekroner Apotek,6,Vigerslev Allé 38,2500.0,"01Jan1925 0:00:00,000",,1084.0,101.0,1084.0,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925.0,,2008.0,POINT (12.518641 55.661884)
401,031,København Vaisenhus Apotek,13,Landemærket 3-5,1119.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753.0,,2008.0,POINT (12.5776629 55.6827864)
402,197,København Valby Apotek,6,Valby Langgade 49,2500.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902.0,,2008.0,POINT (12.516945 55.666526)
406,202,København Øresunds Apotek,6,Østerbrogade 151,2100.0,"01Jan1902 0:00:00,000",,1084.0,101.0,1084.0,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902.0,,2008.0,POINT (12.577286 55.714092)
408,320,København Østerbro Apotek,13,Østerbrogade 101,2100.0,"01Jan1929 0:00:00,000",,1084.0,101.0,1084.0,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929.0,,2008.0,POINT (12.577196 55.709432)
410,368,Køge Boholte Apotek,6,Marksvinget 31,4600.0,"01Jan1999 0:00:00,000",,1085.0,259.0,1085.0,"Marksvinget 31, 4600 Denmark",55.4495706,12.172474,1999-01-01,,1999.0,,2008.0,POINT (12.172474 55.4495706)
411,014-2,Køge Stations Apotek,7,Rådhusstræde 10G - Overfor Køge S-station,4600.0,"14Jun2018 0:00:00,000",,1085.0,259.0,1085.0,"Rådhusstræde 10G - Overfor Køge S-station, 4600 Denmark",55.458,12.1821,2018-06-14,,2018.0,,2018.0,POINT (12.1821 55.458)
412,014,Køge Torvets Apotek,6,Brogade 1,4600.0,19.11.1979,,1085.0,259.0,1085.0,"Brogade 1, 4600 Denmark",55.4545499,12.1812478,1979-11-19,,1979.0,,2008.0,POINT (12.1812478 55.4545499)
413,017-A1,Køgevej Apoteksudsalg,8,Køgevej 108 D,4000.0,25.03.2015,"17Sep2016 0:00:00,000",1085.0,265.0,1085.0,"Køgevej 108 D, 4000 Denmark",55.6224245,12.0922393,2015-03-25,2016-09-17,2015.0,2016.0,2015.0,POINT (12.0922393 55.6224245)
414,170-5,Køgevejens Apotek,7,Roskildevænget 2B,4000.0,"01Apr2020 0:00:00,000",,1085.0,265.0,1085.0,"Roskildevænget 2B, 4000 Denmark",55.627363,12.09159,2020-04-01,,2020.0,,2020.0,POINT (12.09159 55.627363)
415,152,Langeskov Apotek,6,Langeskov Centret 27,5550.0,01-01-1891 00:00,,1083.0,440.0,1083.0,"Langeskov Centret 27, 5550 Denmark",55.360559,10.587606,1891-01-01,,1891.0,,2008.0,POINT (10.587606 55.360559)
416,152-A1,Langeskov Apoteksudsalg,8,Langeskov Centret 6,5550.0,01.01.1992,"31Aug2013 0:00:00,000",1083.0,440.0,,"Langeskov Centret 6, 5550 Denmark",55.360255,10.589753,1992-01-01,2013-08-31,1992.0,2013.0,2008.0,POINT (10.589753 55.360255)
417,274-2,Langå Apotek,7,Bredgade 18,8870.0,"01Jun2017 0:00:00,000",,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,2017-06-01,,2017.0,,2017.0,POINT (9.895125 56.390427)
418,274-A2,Langå Apoteksudsalg,8,Bredgade 18,8870.0,01.01.2000,"01Jun2017 0:00:00,000",1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,2000-01-01,2017-06-01,2000.0,2017.0,2008.0,POINT (9.895125 56.390427)
419,064,Lemvig Apotek,6,Vasen 6,7620.0,01-01-1813 00:00,,1082.0,665.0,1082.0,"Vasen 6, 7620 Denmark",56.549513,8.310131,1813-01-01,,1813.0,,2008.0,POINT (8.310131 56.549513)
420,060-5,Lillesø Apotek,7,Adelgade 27,8660.0,"01Jan2020 0:00:00,000",,1082.0,746.0,1082.0,"Adelgade 27, 8660 Denmark",56.030857,9.933044,2020-01-01,,2020.0,,2020.0,POINT (9.933044000000001 56.030857)
421,092-1,Lindholm Apotek,7,Lindholm Nærbanevej 1D,9400.0,"01Jul2015 0:00:00,000",,1081.0,851.0,1081.0,"Lindholm Nærbanevej 1D, 9400 Denmark",57.0670773,9.9033396,2015-07-01,,2015.0,,2015.0,POINT (9.903339600000001 57.0670773)
422,092-A3,Lindholm Apoteksudsalg,8,Lindholm Nærbanevej 1D,9400.0,"28Mar2014 0:00:00,000","01Jul2015 0:00:00,000",1081.0,851.0,,"Lindholm Nærbanevej 1D, 9400 Denmark",57.0670773,9.9033396,2014-03-28,2015-07-01,2014.0,2015.0,2014.0,POINT (9.903339600000001 57.0670773)
423,341-3,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,"01Nov2015 0:00:00,000","01Nov2019 0:00:00,000",1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2015-11-01,2019-11-01,2015.0,2019.0,2015.0,POINT (12.6489 55.6352)
424,350-2,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,"01Nov2019 0:00:00,000",,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2019-11-01,,2019.0,,2019.0,POINT (12.6489 55.6352)
426,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750.0,01.10.1991,,1085.0,390.0,1085.0,"Lundby Hovedgade 90, 4750 Denmark",55.109002,11.876402,1991-01-10,,1991.0,,2008.0,POINT (11.876402 55.109002)
427,286-3,Lunderskov Apotek,7,Iver Dahlsvej 4,6640.0,"26Nov2018 0:00:00,000",,1083.0,621.0,1083.0,"Iver Dahlsvej 4, 6640 Denmark",55.480185,9.29867,2018-11-26,,2018.0,,2018.0,POINT (9.29867 55.480185)
428,416,Lunderskov Apoteksudsalg,6,Storegade 2,6640.0,01.01.1992,30.06.2009,1083.0,621.0,1083.0,"Storegade 2, 6640 Denmark",55.479879,9.302652,1992-01-01,2009-06-30,1992.0,2009.0,2008.0,POINT (9.302652 55.479879)
429,286-2-A2,Lunderskov Apoteksudsalg,8,Storegade 2,6640.0,01.07.2008,"26Nov2018 0:00:00,000",1083.0,621.0,1083.0,"Storegade 2, 6640 Denmark",55.479879,9.302652,2008-01-07,2018-11-26,2008.0,2018.0,2008.0,POINT (9.302652 55.479879)
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800.0,11.04.1979,,1084.0,173.0,1084.0,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979.0,,2008.0,POINT (12.503108 55.768562)
431,342-1,Lyngby Storcenter Apotek,7,"Lyngby Storcenter nr. 1, st., dør 1",2800.0,"11Apr2016 0:00:00,000",,1084.0,173.0,1084.0,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denmark",55.7704,12.5038,2016-04-11,,2016.0,,2016.0,POINT (12.5038 55.7704)
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800.0,01-01-1806 00:00,,1084.0,173.0,1084.0,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806.0,,2008.0,POINT (12.502527 55.771531)
433,278-1,Lynge Apotek,7,Lynge Bytorv 5,3540.0,"04Dec2017 0:00:00,000",,1084.0,201.0,1084.0,"Lynge Bytorv 5, 3540 Denmark",55.838075,12.277802,2017-12-04,,2017.0,,2017.0,POINT (12.277802 55.838075)
434,278-A1,Lynge Apoteksudsalg,8,Lynge Bytorv 9,3540.0,01.01.2000,"04Dec2017 0:00:00,000",1084.0,201.0,1084.0,"Lynge Bytorv 9, 3540 Denmark",55.838129,12.27783,2000-01-01,2017-12-04,2000.0,2017.0,2008.0,POINT (12.27783 55.838129)
435,178-1,Lystrup Apotek,7,Lystrup Centervej 85,8520.0,"03Dec2001 0:00:00,000",,1082.0,751.0,1082.0,"Lystrup Centervej 85, 8520 Denmark",56.237686,10.234262,2001-12-03,,2001.0,,2008.0,POINT (10.234262 56.237686)
436,084,Løgstør Apotek,13,Østerbrogade 1 B,9670.0,01-01-1832 00:00,"01May2018 0:00:00,000",1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,1832-01-01,2018-05-01,1832.0,2018.0,2008.0,POINT (9.252633400000001 56.9686243)
437,181-2,Løgstør Apotek,7,Østerbrogade 1 B,9670.0,"01May2018 0:00:00,000",,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,2018-05-01,,2018.0,,2018.0,POINT (9.252633400000001 56.9686243)
438,104-2,Løgten Apotek,7,Bytorvet 1 A,8541.0,"21Sep2015 0:00:00,000",,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.2765788,10.3158347,2015-09-21,,2015.0,,2015.0,POINT (10.3158347 56.2765788)
439,104-A2,Løgten Apoteksudsalg,8,Bytorvet 1 A,8541.0,30.08.2009,"21Sep2015 0:00:00,000",1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.2765788,10.3158347,2009-08-30,2015-09-21,2009.0,2015.0,2009.0,POINT (10.3158347 56.2765788)
440,300,Løgumkloster Apotek,6,Østergade 5 B,6240.0,01-01-1777 00:00,"31Dec2009 0:00:00,000",1083.0,550.0,1083.0,"Østergade 5 B, 6240 Denmark",55.0583573,8.9557444,1777-01-01,2009-12-31,1777.0,2009.0,2008.0,POINT (8.9557444 55.0583573)
441,302-1,Løgumkloster Apotek,7,Østergade 5B,6240.0,"01Jul2010 0:00:00,000",,1083.0,550.0,1083.0,"Østergade 5B, 6240 Denmark",55.05874,8.9538,2010-07-01,,2010.0,,2010.0,POINT (8.953799999999999 55.05874)
443,160-1,Løkken Apotek,7,Jyllandsgade 13,9480.0,01.03.1994,30.06.2012,,,,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,1994-01-03,2012-06-30,1994.0,2012.0,2008.0,POINT (9.712002 57.368501)
444,105-4,Løkken Apotek,7,Jyllandsgade 13,9480.0,01.09.2013,,1081.0,860.0,1081.0,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,2013-01-09,,2013.0,,2013.0,POINT (9.712002 57.368501)
445,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930.0,"04Aug2017 0:00:00,000",,1085.0,360.0,1085.0,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,,2017.0,,2017.0,POINT (11.50583 54.773977)
446,018,Løve Apotek Nykøbing F.,6,Langgade 5,4800.0,01-01-1753 00:00,,1085.0,376.0,1085.0,"Langgade 5, 4800 Denmark",54.76734,11.867126,1753-01-01,,1753.0,,2008.0,POINT (11.867126 54.76734)
447,018-1,Løve Apotek Nysted,7,Adelgade 13,4880.0,"01Jul2013 0:00:00,000",,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,,2013.0,,2013.0,POINT (11.728762 54.668997)
448,018-2,Løve Apotek Østerbro,7,Vendsysselvej 5 B,4800.0,"16Nov2015 0:00:00,000",,1085.0,376.0,1085.0,"Vendsysselvej 5 B, 4800 Denmark",54.7544899,11.8895495,2015-11-16,,2015.0,,2015.0,POINT (11.8895495 54.7544899)
449,015-1,Løve Apoteket Centrum,7,Jyllandsgade 23,7000.0,01-01-1753 00:00,,1083.0,607.0,1083.0,"Jyllandsgade 23, 7000 Denmark",55.565725,9.75506,1753-01-01,,1753.0,,2008.0,POINT (9.75506 55.565725)
450,015,Løve Apoteket Lillebælt Løvbjerg,6,Strevelinsvej 11,7000.0,19.11.1979,,1083.0,607.0,1083.0,"Strevelinsvej 11, 7000 Denmark",55.535377,9.717685,1979-11-19,,1979.0,,2008.0,POINT (9.717684999999999 55.535377)
451,035-2,Løve Apoteket Svendborg Øst,7,Møllergade 92,5700.0,"01Dec2017 0:00:00,000",,1083.0,479.0,1083.0,"Møllergade 92, 5700 Denmark",55.063874,10.613521,2017-12-01,,2017.0,,2017.0,POINT (10.613521 55.063874)
452,005-2,Løve Apoteket Vonsildvej,7,Vonsildvej 1 G,6000.0,"01Sep2018 0:00:00,000",,1083.0,621.0,1083.0,"Vonsildvej 1 G, 6000 Denmark",55.4697459,9.470986,2018-09-01,,2018.0,,2018.0,POINT (9.470986 55.4697459)
453,092-A1,Løvvang Centret Apoteksudsalg,8,Løvbakken 4,9400.0,02.08.2012,"25Apr2014 0:00:00,000",1081.0,851.0,1081.0,"Løvbakken 4, 9400 Denmark",57.0729289,9.9291419,2012-02-08,2014-04-25,2012.0,2014.0,2012.0,POINT (9.929141899999999 57.0729289)
454,096-2,Malling Apotek,7,Stationspladsen 5G,8340.0,"01Oct2017 0:00:00,000",,1082.0,751.0,1082.0,"Stationspladsen 5G, 8340 Denmark",56.037669,10.19154,2017-10-01,,2017.0,,2017.0,POINT (10.19154 56.037669)
455,096-A1,Malling Apoteksudsalg,8,Stationspladsen 5,8340.0,01.10.1992,"01Oct2017 0:00:00,000",1082.0,751.0,1082.0,"Stationspladsen 5, 8340 Denmark",56.0377018,10.1919687,1992-01-10,2017-10-01,1992.0,2017.0,2008.0,POINT (10.1919687 56.0377018)
456,218-1,Mariager Apotek,7,Østergade 10,9550.0,12.10.2007,,1081.0,846.0,1081.0,"Østergade 10, 9550 Denmark",56.651484,9.983627,2007-12-10,,2007.0,,2008.0,POINT (9.983627 56.651484)
457,025,Maribo Apotek,6,Vestergade 1,4930.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Vestergade 1, 4930 Denmark",54.774378,11.500548,1753-01-01,,1753.0,,2008.0,POINT (11.500548 54.774378)
458,025-1,Maribo Torvegades Apotek,7,Torvegade 9,4930.0,"01Mar2018 0:00:00,000",,1085.0,360.0,1085.0,"Torvegade 9, 4930 Denmark",54.7736,11.505733,2018-03-01,,2018.0,,2018.0,POINT (11.505733 54.7736)
459,302-3,Marsk Apoteket,7,Plantagevej 38,6270.0,"03Oct2016 0:00:00,000",,1083.0,550.0,1083.0,"Plantagevej 38, 6270 Denmark",54.939099,8.855148,2016-10-03,,2016.0,,2016.0,POINT (8.855148 54.939099)
460,315,Marstal Apotek,6,Kirkestræde 23,5960.0,"01Jan1902 0:00:00,000",,1083.0,492.0,1083.0,"Kirkestræde 23, 5960 Denmark",54.853986,10.518279,1902-01-01,,1902.0,,2008.0,POINT (10.518279 54.853986)
461,241-3,Mega Syd Apotek,7,Ringvej Syd 100F,8260.0,"03Aug2020 0:00:00,000",,1082.0,751.0,,"Ringvej Syd 100F, 8260 Denmark",56.117156,10.154063,2020-08-03,,2020.0,,2020.0,POINT (10.154063 56.117156)
462,047,Middelfart Apotek,6,Jernbanegade 2C,5500.0,01-01-1799 00:00,,1083.0,410.0,1083.0,"Jernbanegade 2C, 5500 Denmark",55.50412,9.734367,1799-01-01,,1799.0,,2008.0,POINT (9.734367000000001 55.50412)
463,015-3,Middelfart Løve Apotek Kløvervej,7,Kløvervej 10-14,5500.0,"31Aug2018 0:00:00,000",,1083.0,410.0,1083.0,"Kløvervej 10-14, 5500 Denmark",55.4961824,9.7569479,2018-08-31,,2018.0,,2018.0,POINT (9.7569479 55.4961824)
464,416,Mariager Apotek,6,Falkevej 1,9550.0,01.01.1970,31.12.2007,1081.0,846.0,1081.0,"Falkevej 1, 9550 Denmark",56.675259,10.058691,1970-01-01,2007-12-31,1970.0,2007.0,2008.0,POINT (10.058691 56.675259)
465,070-1-A1,Mols Apoteksudsalg,8,Knebel Bygade 21,8420.0,01.01.1992,,1082.0,706.0,1082.0,"Knebel Bygade 21, 8420 Denmark",56.2131989,10.486792,1992-01-01,,1992.0,,2008.0,POINT (10.486792 56.2131989)
466,052-A1,Munkebo Apoteksudsalg,8,Bycentret 204,5330.0,01.01.1992,,1083.0,440.0,1083.0,"Bycentret 204, 5330 Denmark",55.459958,10.559866,1992-01-01,,1992.0,,2008.0,POINT (10.559866 55.459958)
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760.0,01.04.2000,,1084.0,151.0,1084.0,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000.0,,2008.0,POINT (12.318699 55.748557)
