,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear
0,359,Albertslund Apotek,6,Bytorvet 5,2620.0,01Jan1966 0:00:00.000,,1084.0,165.0,1084.0,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,1966.0,2008.0,1966-01-01,,1966.0,
1,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450.0,,,1084.0,201.0,1084.0,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,,,2008.0,,,,
2,082-1,Allinge Apotek,7,Kirkegade 13,3770.0,01May2016 0:00:00.000,,1084.0,400.0,1084.0,"Kirkegade 13, 3770 Denmark",55.277123,14.802304,2016-05-01,2016.0,2016.0,2016-05-01,,2016.0,
3,175,Allinge Apotek,6,Kirkegade 13,3770.0,01-01-1898 00:00,01May2016 0:00:00.000,1084.0,400.0,1084.0,"Kirkegade 13, 3770 Denmark",55.277123,14.802304,1898-01-01,1898.0,2008.0,1898-01-01,2016-05-01,1898.0,2016.0
4,243-1,Amager Strand Apotek,7,Strandlodsvej 41,2300.0,21Sep2015 0:00:00.000,,1084.0,101.0,1084.0,"Strandlodsvej 41, 2300 Denmark",55.664181,12.622773,2015-09-21,2015.0,2015.0,2015-09-21,,2015.0,
5,022-1,Antvorskov Apotek,7,Idagårdsvej 1,4200.0,01Jun2018 0:00:00.000,,1085.0,330.0,1085.0,"Idagårdsvej 1, 4200 Denmark",55.390492,11.355228,2018-06-01,2018.0,2018.0,2018-06-01,,2018.0,
6,411,Apopro Online Apotek,6,Ventrupvej 27,2670.0,15Jun2017 0:00:00.000,,1085.0,253.0,1085.0,"Ventrupvej 27, 2670 Denmark",55.593029,12.264779,2017-06-15,2017.0,2017.0,2017-06-15,,2017.0,
7,090-7,Apotek Borups Alle,7,Borups Alle 116 st. tv.,2000.0,12Nov2018 0:00:00.000,,1084.0,147.0,1084.0,"Borups Alle 116 st. tv., 2000 Denmark",55.6794,12.5346,2018-11-12,2018.0,2018.0,2018-11-12,,2018.0,
8,090-1,Apotek Fisketorvet,7,"Fisketorvet, Kalvebod Brygge 59",1561.0,01Aug2015 0:00:00.000,,1084.0,101.0,1084.0,"Fisketorvet, Kalvebod Brygge 59, 1561 Denmark",55.6759,12.5655,2015-08-01,2015.0,2015.0,2015-08-01,,2015.0,
9,090-3,Apotek Humletorvet,7,Humletorvet 23,1799.0,01Nov2016 0:00:00.000,,1084.0,101.0,1084.0,"Humletorvet 23, 1799 Denmark",55.664466,12.536175,2016-11-01,2016.0,2016.0,2016-11-01,,2016.0,
10,090-6,Apotek Illum,7,Østergade 52,1001.0,03Sep2018 0:00:00.000,25Aug2019 0:00:00.000,1084.0,101.0,1084.0,"Østergade 52, 1001 Denmark",55.679268,12.58069,2018-09-03,2018.0,2018.0,2018-09-03,2019-08-25,2018.0,2019.0
11,090-2,Apotek Spinderiet,7,Valby Torvegade 13,2500.0,02May2016 0:00:00.000,,1084.0,101.0,1084.0,"Valby Torvegade 13, 2500 Denmark",55.6647453,12.5116682,2016-05-02,2016.0,2016.0,2016-05-02,,2016.0,
12,090-8,Apotek Strøget,7,Frederiksberggade 1A,1459.0,02Sep2019 0:00:00.000,,1084.0,101.0,1084.0,"Frederiksberggade 1A, 1459 Denmark",55.677616,12.572097,2019-09-02,2019.0,2019.0,2019-09-02,,2019.0,
13,090-4,Apotek Vesterbro,7,Vesterbrogade 60,1620.0,13Feb2017 0:00:00.000,,1084.0,101.0,1084.0,"Vesterbrogade 60, 1620 Denmark",55.6727,12.553288,2017-02-13,2017.0,2017.0,2017-02-13,,2017.0,
14,090-5,Apotek Ørsted,7,H.C. Ørsteds Vej 38,1879.0,01Aug2017 0:00:00.000,,1084.0,147.0,1084.0,"H.C. Ørsteds Vej 38, 1879 Denmark",55.68005,12.548711,2017-08-01,2017.0,2017.0,2017-08-01,,2017.0,
15,285-2,Apoteket Borgen,7,"Kastanie Allé 3, st., dør 30",6400.0,29Sep2016 0:00:00.000,,1083.0,540.0,1083.0,"Kastanie Allé 3, st., dør 30, 6400 Denmark",54.9093,9.8074,2016-09-29,2016.0,2016.0,2016-09-29,,2016.0,
16,123-2,Apoteket Dalumcentret,7,Dalumvej 46,5250.0,21Sep2017 0:00:00.000,,1083.0,461.0,1083.0,"Dalumvej 46, 5250 Denmark",55.370692,10.372561,2017-09-21,2017.0,2017.0,2017-09-21,,2017.0,
17,079-2,Apoteket Egevangen,7,Egevangen 8,2980.0,01Sep2015 0:00:00.000,,1084.0,210.0,1084.0,"Egevangen 8, 2980 Denmark",55.906141,12.474946,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
18,111-1,Apoteket Frederiksberg Centret,7,Falkoner Alle 21,2000.0,01Dec2017 0:00:00.000,,1084.0,147.0,1084.0,"Falkoner Alle 21, 2000 Denmark",55.681463,12.534059,2017-12-01,2017.0,2017.0,2017-12-01,,2017.0,
19,017-4,Apoteket Frihedens Butikscenter,7,Strandmarksvej 20,2650.0,09Jun2016 0:00:00.000,01Jul2017 0:00:00.000,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,2016-06-09,2016.0,2016.0,2016-06-09,2017-07-01,2016.0,2017.0
20,355-3,Apoteket Frihedens Butikscenter,7,Strandmarksvej 20,2650.0,01Jul2017 0:00:00.000,01Oct2018 0:00:00.000,1084.0,167.0,1084.0,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,2017-07-01,2017.0,2017.0,2017-07-01,2018-10-01,2017.0,2018.0
21,364-2,Apoteket Gefion,7,Gefionsvej 45A,3000.0,06Feb2017 0:00:00.000,,1084.0,217.0,1084.0,"Gefionsvej 45A, 3000 Denmark",56.039626,12.587545,2017-02-06,2017.0,2017.0,2017-02-06,,2017.0,
22,109-1,Apoteket Glostrup Shoppingcenter,7,Glostrup Shoppingcenter 48,2600.0,26Aug2016 0:00:00.000,,1084.0,161.0,1084.0,"Glostrup Shoppingcenter 48, 2600 Denmark",55.665487,12.400572,2016-08-26,2016.0,2016.0,2016-08-26,,2016.0,
23,013-1,Apoteket Havnegade,7,Havnegade 69,4900.0,01Dec2015 0:00:00.000,,1085.0,360.0,1085.0,"Havnegade 69, 4900 Denmark",54.828859,11.137333,2015-12-01,2015.0,2015.0,2015-12-01,,2015.0,
24,281-1,Apoteket HerningCentret,7,"Merkurvej 1D,st.109, HerningCentret",7400.0,01Jul2015 0:00:00.000,,1082.0,657.0,1082.0,"Merkurvej 1D,st.109, HerningCentret, 7400 Denmark",56.1393,8.9738,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
25,225-2,Apoteket i Ballerup Centret,7,"Ballerup-Centret 2, 1. 3",2750.0,26Oct2015 0:00:00.000,,1084.0,151.0,1084.0,"Ballerup-Centret 2, 1. 3, 2750 Denmark",55.7316,12.3633,2015-10-26,2015.0,2015.0,2015-10-26,,2015.0,
26,223-2,Apoteket i Fredericia Sundhedshus,7,Dronningensgade 97 A st,7000.0,01Nov2018 0:00:00.000,,1083.0,607.0,1083.0,"Dronningensgade 97 A st, 7000 Denmark",55.5611824,9.76562,2018-11-01,2018.0,2018.0,2018-11-01,,2018.0,
27,184-1,Apoteket Jernbane Allé,7,Jernbane Allé 31,2720.0,01Jul2019 0:00:00.000,,1084.0,101.0,1084.0,"Jernbane Allé 31, 2720 Denmark",55.686102,12.491235,2019-07-01,2019.0,2019.0,2019-07-01,,2019.0,
28,327-1,Apoteket Lille Bjørn,7,"Nordens Plads 4A, stuen",2000.0,04Jan2016 0:00:00.000,,1084.0,147.0,1084.0,"Nordens Plads 4A, stuen, 2000 Denmark",55.6794,12.5346,2016-01-04,2016.0,2016.0,2016-01-04,,2016.0,
29,360-2,Apoteket Møllebro,7,Slangerupgade 50,3400.0,09Dec2019 0:00:00.000,,1084.0,219.0,1084.0,"Slangerupgade 50, 3400 Denmark",55.928624,12.293454,2019-12-09,2019.0,2019.0,2019-12-09,,2019.0,
30,096-3,Apoteket Nørregade-Odder,7,Nørregade 6,8300.0,01Sep2018 0:00:00.000,,1082.0,727.0,1082.0,"Nørregade 6, 8300 Denmark",55.974517,10.14865,2018-09-01,2018.0,2018.0,2018-09-01,,2018.0,
31,152-3,Apoteket Odense Banegård,7,"Østre Stationsvej 27, 2.sal",5000.0,14Jan2019 0:00:00.000,,1083.0,461.0,1083.0,"Østre Stationsvej 27, 2.sal, 5000 Denmark",55.3959,10.3883,2019-01-14,2019.0,2019.0,2019-01-14,,2019.0,
32,281-2,Apoteket Porshøj,7,Porsvænget 4,7400.0,03Aug2015 0:00:00.000,,1082.0,657.0,1082.0,"Porsvænget 4, 7400 Denmark",56.1444239,8.957385,2015-08-03,2015.0,2015.0,2015-08-03,,2015.0,
33,170-3,Apoteket ROs Torv,7,ROs Torv 210,4000.0,28Aug2015 0:00:00.000,,1085.0,265.0,1085.0,"ROs Torv 210, 4000 Denmark",55.6415,12.0803,2015-08-28,2015.0,2015.0,2015-08-28,,2015.0,
34,274-1,Apoteket Thors Bakke,7,Biografgade 3,8900.0,01Sep2015 0:00:00.000,,1082.0,730.0,1082.0,"Biografgade 3, 8900 Denmark",56.463268,10.03799,2015-09-01,2015.0,2015.0,2015-09-01,,2015.0,
35,282-1,Apoteket Vesterbro Odense,7,Vesterbro 39,5000.0,21Sep2018 0:00:00.000,,1083.0,461.0,1083.0,"Vesterbro 39, 5000 Denmark",55.39451,10.375813,2018-09-21,2018.0,2018.0,2018-09-21,,2018.0,
36,318-A1,Apoteksudsalg fra Trekroner Apopotek,8,Frugthaven 14,2500.0,,01Jun2012 0:00:00.000,13.0,101.0,,"Frugthaven 14, 2500 Denmark",55.650736,12.500794,,,2008.0,,2012-06-01,,2012.0
37,367-A2,Apoteksudsalg Vest,8,Frederiksværkgade 115,3400.0,,31Oct2016 0:00:00.000,1084.0,219.0,1084.0,"Frederiksværkgade 115, 3400 Denmark",55.9267,12.3109,,,2008.0,,2016-10-31,,2016.0
38,367-A1,Apoteksudsalg Øst,8,Fredskovhellet 1,3400.0,,27Apr2020 0:00:00.000,1084.0,219.0,1084.0,"Fredskovhellet 1, 3400 Denmark",55.9324594,12.3354543,,,2008.0,,2020-04-27,,2020.0
39,281-A2,Apoteksudsalget herningCentret,8,Merkurvej 51,7400.0,,01Jul2015 0:00:00.000,1082.0,657.0,1082.0,"Merkurvej 51, 7400 Denmark",56.1346818,8.9993245,,,2008.0,,2015-07-01,,2015.0
40,327-A1,Apoteksudsalget Lille Bjørn,8,Nordens Plads 2,2000.0,01Jun2004 0:00:00.000,04Jan2016 0:00:00.000,1084.0,147.0,1084.0,"Nordens Plads 2, 2000 Denmark",55.6722691,12.5009622,2004-06-01,2004.0,2008.0,2004-06-01,2016-01-04,2004.0,2016.0
41,364-A1,Apoteksudsalget på Kingosvej,8,Kingosvej 54,3000.0,,04Feb2017 0:00:00.000,1084.0,217.0,1084.0,"Kingosvej 54, 3000 Denmark",56.0360378,12.5779553,,,2008.0,,2017-02-04,,2017.0
42,077-A1,Apoteksudsalget RingStedet,8,Klosterparks Allé 10,4100.0,09Jul2008 0:00:00.000,01Sep2015 0:00:00.000,1085.0,329.0,1085.0,"Klosterparks Allé 10, 4100 Denmark",55.453512,11.788069,2008-07-09,2008.0,2008.0,2008-07-09,2015-09-01,2008.0,2015.0
43,274-A1,Apoteksudsalget Thors Bakke,8,Biografgade 1 B,8900.0,,01Sep2015 0:00:00.000,1082.0,730.0,1082.0,"Biografgade 1 B, 8900 Denmark",56.4631158,10.0373287,,,2008.0,,2015-09-01,,2015.0
44,323-A1,Apoteksudsalget Vestamager Centret,8,Ugandavej 111,2770.0,,06Dec2018 0:00:00.000,1084.0,185.0,1084.0,"Ugandavej 111, 2770 Denmark",55.6033582,12.5857645,,,2008.0,,2018-12-06,,2018.0
45,220-A1,Arden Apoteksudsalg,8,Skovvej 4,9510.0,01Apr2003 0:00:00.000,,1081.0,846.0,1081.0,"Skovvej 4, 9510 Denmark",56.76931,9.858933,2003-04-01,2003.0,2008.0,2003-04-01,,2003.0,
46,216,Asnæs Apotek,6,Asnæs Centret 7,4550.0,01Jan1905 0:00:00.000,,1085.0,306.0,1085.0,"Asnæs Centret 7, 4550 Denmark",55.811989,11.500561,1905-01-01,1905.0,2008.0,1905-01-01,,1905.0,
47,024,Assens Apotek,6,Østergade 35,5610.0,01-01-1753 00:00,,1083.0,420.0,1083.0,"Østergade 35, 5610 Denmark",55.270081,9.897483,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
48,326-1,Assentoft Apotek,7,"Storegade 61, Assentoft",8960.0,01Jan2016 0:00:00.000,,1082.0,730.0,1082.0,"Storegade 61, Assentoft, 8960 Denmark",56.440387,10.14782,2016-01-01,2016.0,2016.0,2016-01-01,,2016.0,
49,326-A1,Assentoft Apoteksudsalg,8,"Storegade 61, Assentoft",8960.0,,01Jan2016 0:00:00.000,1082.0,730.0,1082.0,"Storegade 61, Assentoft, 8960 Denmark",56.440387,10.14782,,,2008.0,,2016-01-01,,2016.0
50,285-1,Augustenborg Apotek,7,Storegade 41,6440.0,01Dec2015 0:00:00.000,,1083.0,540.0,1083.0,"Storegade 41, 6440 Denmark",54.946037,9.871386,2015-12-01,2015.0,2015.0,2015-12-01,,2015.0,
51,285-A1,Augustenborg Apoteksudsalg,8,Storegade 41,6440.0,,30Nov2015 0:00:00.000,1083.0,540.0,1083.0,"Storegade 41, 6440 Denmark",54.946037,9.871386,,,2008.0,,2015-11-30,,2015.0
52,246-2,Aulum Apotek,7,Skolegade 2,7490.0,01Oct2016 0:00:00.000,,1082.0,657.0,1082.0,"Skolegade 2, 7490 Denmark",56.265671,8.79712,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,
53,246-A1,Aulum Apoteksudsalg,8,Skolegade 2,7490.0,,01Oct2016 0:00:00.000,1082.0,657.0,1082.0,"Skolegade 2, 7490 Denmark",56.265671,8.79712,,,2008.0,,2016-10-01,,2016.0
54,104-1,Auning Apotek,7,Centervej 4B,8963.0,,,1082.0,707.0,1082.0,"Centervej 4B, 8963 Denmark",56.4321027,10.3714019,,,2008.0,,,,
55,223-A1,Axeltorvs Apoteksudsalg,8,Jyllandsgade 24,7000.0,01Apr2019 0:00:00.000,01May2019 0:00:00.000,1083.0,607.0,1083.0,"Jyllandsgade 24, 7000 Denmark",55.5656559,9.7525899,2019-04-01,2019.0,2019.0,2019-04-01,2019-05-01,2019.0,2019.0
56,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880.0,01Jan1956 0:00:00.000,,1084.0,159.0,1084.0,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,1956.0,2008.0,1956-01-01,,1956.0,
57,225,Ballerup Apotek,6,Centrumgaden 24-26,2750.0,01Jan1907 0:00:00.000,,1084.0,151.0,1084.0,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,
58,225-A4,Ballerup Centrets Apoteksudsalg,8,Banetoften 30,2750.0,12Dec2011 0:00:00.000,26Oct2015 0:00:00.000,1084.0,151.0,1084.0,"Banetoften 30, 2750 Denmark",55.729663,12.35736,2011-12-12,2011.0,2011.0,2011-12-12,2015-10-26,2011.0,2015.0
59,143-1,Balling Apotek,7,"Vestergade 1, Balling",7860.0,01Dec2003 0:00:00.000,,1082.0,779.0,1082.0,"Vestergade 1, Balling, 7860 Denmark",56.614962,8.8711597,2003-12-01,2003.0,2008.0,2003-12-01,,2003.0,
60,205,Balling Apotek,6,"Vestergade 1, Balling",7860.0,01Jan1903 0:00:00.000,30Nov2003 0:00:00.000,76.0,781.0,,"Vestergade 1, Balling, 7860 Denmark",56.614962,8.8711597,1903-01-01,1903.0,2008.0,1903-01-01,2003-11-30,1903.0,2003.0
61,019-1,Bankager Apotek,7,Bankagervej 111,8700.0,01Jul2015 0:00:00.000,,1082.0,615.0,1082.0,"Bankagervej 111, 8700 Denmark",55.836272,9.832942,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
62,019-A1,Bankagervejs Apoteksudsalg,8,Bankagervej 111,8700.0,,01Jul2015 0:00:00.000,1082.0,615.0,1082.0,"Bankagervej 111, 8700 Denmark",55.836272,9.832942,,,2008.0,,2015-07-01,,2015.0
63,241-A1,Beder Apoteksudsalg,8,Butikstorvet,8330.0,,02Oct2017 0:00:00.000,1082.0,751.0,1082.0,"Butikstorvet, 8330 Denmark",56.7178903,10.112972,,,2008.0,,2017-10-02,,2017.0
64,241-2,Beder-Malling Apotek,7,Byvej 2,8330.0,02Oct2017 0:00:00.000,,1082.0,751.0,1082.0,"Byvej 2, 8330 Denmark",56.058933,10.206532,2017-10-02,2017.0,2017.0,2017-10-02,,2017.0,
65,123-A1,Bellinge Apoteksudsalg,8,Elmegårdsvej 2,5250.0,,01Jul2015 0:00:00.000,1083.0,461.0,1083.0,"Elmegårdsvej 2, 5250 Denmark",55.336904,10.315616,,,2008.0,,2015-07-01,,2015.0
66,088-1,Billund Apotek,7,Butikstorvet 3,7190.0,01Jul2015 0:00:00.000,,1083.0,530.0,1083.0,"Butikstorvet 3, 7190 Denmark",56.718113,10.113752,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
67,088-A1,Billund Apoteksudsalg,8,Butikstorvet 3,7190.0,,01Jul2015 0:00:00.000,1083.0,530.0,1083.0,"Butikstorvet 3, 7190 Denmark",56.718113,10.113752,,,2008.0,,2015-07-01,,2015.0
68,346,Birkerød Apotek,6,Teglporten 27,3460.0,01Jan1938 0:00:00.000,,1084.0,230.0,1084.0,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,1938.0,2008.0,1938-01-01,,1938.0,
69,145,Bjerringbro Apotek,6,Nørregade 4,8850.0,01-01-1877 00:00,,1082.0,791.0,1082.0,"Nørregade 4, 8850 Denmark",56.3856312,9.6721143,1877-01-01,1877.0,2008.0,1877-01-01,,1877.0,
70,180-1,Bjæverskov Apotek,7,Ejbovej 33,4632.0,20Jun2019 0:00:00.000,,1085.0,259.0,1085.0,"Ejbovej 33, 4632 Denmark",55.461262,12.035933,2019-06-20,2019.0,2019.0,2019-06-20,,2019.0,
71,048,Bogense Apotek,13,Vestergade 9,5400.0,01-01-1799 00:00,31Oct2017 0:00:00.000,1083.0,480.0,1083.0,"Vestergade 9, 5400 Denmark",55.564572,10.088154,1799-01-01,1799.0,2008.0,1799-01-01,2017-10-31,1799.0,2017.0
72,316-2,Bogense Apotek,7,Vestergade 9,5400.0,01Nov2017 0:00:00.000,,1083.0,480.0,1083.0,"Vestergade 9, 5400 Denmark",55.564572,10.088154,2017-11-01,2017.0,2017.0,2017-11-01,,2017.0,
73,180,Borup Apotek,6,Hovedgaden 15,4140.0,01-01-1899 00:00,,1085.0,259.0,1085.0,"Hovedgaden 15, 4140 Denmark",55.494647,11.97249,1899-01-01,1899.0,2008.0,1899-01-01,,1899.0,
74,271-1,Bramdrupdam Apotek,7,Centervej 5,6000.0,26Mar2020 0:00:00.000,,1083.0,621.0,1083.0,"Centervej 5, 6000 Denmark",55.521927,9.478828,2020-03-26,2020.0,2020.0,2020-03-26,,2020.0,
75,253,Bramminge Apotek,6,"Storegade 2, st.",6740.0,01Jan1907 0:00:00.000,,1083.0,561.0,1083.0,"Storegade 2, st., 6740 Denmark",55.464728,8.702538,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,
76,115-1,Brande Apotek,7,Storegade 13,7330.0,01May2009 0:00:00.000,,1082.0,756.0,1082.0,"Storegade 13, 7330 Denmark",55.943996,9.126554,2009-05-01,2009.0,2009.0,2009-05-01,,2009.0,
77,258,Brande Apotek,6,Storegade 13,7330.0,01Jan1916 0:00:00.000,01May2009 0:00:00.000,1082.0,756.0,1082.0,"Storegade 13, 7330 Denmark",55.943996,9.126554,1916-01-01,1916.0,2008.0,1916-01-01,2009-05-01,1916.0,2009.0
78,348-1,Bredalsparken Apotek,7,Hvidovrevej 322,2650.0,03Feb2017 0:00:00.000,,1084.0,167.0,1084.0,"Hvidovrevej 322, 2650 Denmark",55.639075,12.478968,2017-02-03,2017.0,2017.0,2017-02-03,,2017.0,
79,234-2,Bredballe Apotek,7,Bredballe Center 12,7120.0,12Apr2018 0:00:00.000,,1083.0,630.0,1083.0,"Bredballe Center 12, 7120 Denmark",55.718807,9.60862,2018-04-12,2018.0,2018.0,2018-04-12,,2018.0,
80,234-A1,Bredballe Apoteksudsalg,8,Bredballe Center 23,7120.0,,12Apr2018 0:00:00.000,1083.0,630.0,1083.0,"Bredballe Center 23, 7120 Denmark",55.718908,9.609148,,,2008.0,,2018-04-12,,2018.0
81,349-A1,Brede Apoteksudsalg,8,"Brede Torv, Lystoftevej 52",2800.0,,31Jul2017 0:00:00.000,1084.0,173.0,1084.0,"Brede Torv, Lystoftevej 52, 2800 Denmark",55.7704,12.5038,,,2008.0,,2017-07-31,,2017.0
82,289-1,Broager Apotek,7,Storegade 6 A,6310.0,,,1083.0,540.0,1083.0,"Storegade 6 A, 6310 Denmark",54.8871429,9.6743018,,,2008.0,,,,
83,105-3,Brovst Apotek,7,Østergade 16,9460.0,01Nov2009 0:00:00.000,,1081.0,849.0,1081.0,"Østergade 16, 9460 Denmark",57.097293,9.524836,2009-11-01,2009.0,2009.0,2009-11-01,,2009.0,
84,167,Brovst Apotek,6,Vestergade 6,9460.0,01-01-1897 00:00,01Nov2009 0:00:00.000,1081.0,849.0,1081.0,"Vestergade 6, 9460 Denmark",57.097513,9.522508,1897-01-01,1897.0,2008.0,1897-01-01,2009-11-01,1897.0,2009.0
85,337-2,Bruuns Apotek,7,"M.P. Bruuns Gade 25, 99",8000.0,01May2016 0:00:00.000,,1082.0,751.0,1082.0,"M.P. Bruuns Gade 25, 99, 8000 Denmark",55.6471,12.2742,2016-05-01,2016.0,2016.0,2016-05-01,,2016.0,
86,355-1,Brøndby Strand Apotek,7,Brøndby Strand Centrum 16,2660.0,,,1084.0,153.0,1084.0,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,,,2008.0,,,,
87,354-1,Brøndbyvester Apotek,7,Søndre Ringvej 41F,2605.0,01Dec2015 0:00:00.000,,1084.0,153.0,1084.0,"Søndre Ringvej 41F, 2605 Denmark",55.655021,12.395359,2015-12-01,2015.0,2015.0,2015-12-01,,2015.0,
88,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605.0,01Jan1957 0:00:00.000,,1084.0,153.0,1084.0,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,1957.0,2008.0,1957-01-01,,1957.0,
89,172,Brønderslev Apotek,6,Peder Møllers Plads 10,9700.0,01-01-1883 00:00,,1081.0,810.0,1081.0,"Peder Møllers Plads 10, 9700 Denmark",57.2685538,9.9482643,1883-01-01,1883.0,2008.0,1883-01-01,,1883.0,
90,172-2,Brønderslev Løve Apotek,7,Løvbjerg Arkaden 14,9700.0,03Dec2016 0:00:00.000,,1081.0,810.0,1081.0,"Løvbjerg Arkaden 14, 9700 Denmark",57.2702,9.941,2016-12-03,2016.0,2016.0,2016-12-03,,2016.0,
91,341-4,Brønshøj Apotek,7,Højenhald 2,2700.0,29Apr2016 0:00:00.000,,1084.0,101.0,1084.0,"Højenhald 2, 2700 Denmark",55.705346,12.507615,2016-04-29,2016.0,2016.0,2016-04-29,,2016.0,
92,253-1,Brørup Apotek,7,Søndergade 17,6650.0,,,1083.0,575.0,1083.0,"Søndergade 17, 6650 Denmark",55.481467,9.018186,,,2008.0,,,,
93,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860.0,01Jan1961 0:00:00.000,,1084.0,159.0,1084.0,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,1961.0,2008.0,1961-01-01,,1961.0,
94,276,Børkop Apotek,13,Ny Boder 16,7080.0,01Jan1907 0:00:00.000,,1083.0,630.0,1083.0,"Ny Boder 16, 7080 Denmark",55.641515,9.650983,1907-01-01,1907.0,2008.0,1907-01-01,,1907.0,
95,120-1,Bøvlingbjerg Apotek,7,"Fårevej 143, Lejlighed 1",7650.0,,,1082.0,665.0,1082.0,"Fårevej 143, Lejlighed 1, 7650 Denmark",56.438621,8.20251,,,2008.0,,,,
96,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920.0,01-01-1894 00:00,,1084.0,157.0,1084.0,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,1894.0,2008.0,1894-01-01,,1894.0,
97,290,Christiansfeld Apotek,6,Lindegade 21,6070.0,01-01-1786 00:00,01Jun2008 0:00:00.000,1083.0,621.0,1083.0,"Lindegade 21, 6070 Denmark",55.355569,9.482803,1786-01-01,1786.0,2008.0,1786-01-01,2008-06-01,1786.0,2008.0
98,291-1,Christiansfeld Apotek,7,Lindegade 35 C,6070.0,,,1083.0,621.0,1083.0,"Lindegade 35 C, 6070 Denmark",55.3560862,9.4926894,,,2008.0,,,,
99,017-3,City 2 Apoteket,7,"Cityringen 4, 218",2630.0,31Mar2016 0:00:00.000,,1084.0,169.0,1084.0,"Cityringen 4, 218, 2630 Denmark",55.6517,12.2922,2016-03-31,2016.0,2016.0,2016-03-31,,2016.0,
100,252-A2,City 2 Apoteksudsalg,8,City 2,2630.0,25Jun2001 0:00:00.000,11Jan2016 0:00:00.000,1084.0,169.0,1084.0,"City 2, 2630 Denmark",55.6437249,12.277266,2001-06-25,2001.0,2008.0,2001-06-25,2016-01-11,2001.0,2016.0
101,207-1,Dianalund Apotek,7,Torvet 5,4293.0,,,1085.0,340.0,1085.0,"Torvet 5, 4293 Denmark",55.526943,11.49729,,,2008.0,,,,
102,350-1,Dragør Apotek,7,Maglebytorv 18,2791.0,01Sep2006 0:00:00.000,,1084.0,155.0,1084.0,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,2006.0,2008.0,2006-09-01,,2006.0,
103,326-2,Dronningborg Apotek,7,Skovlyvej 15,8930.0,24Apr2017 0:00:00.000,,1082.0,730.0,1082.0,"Skovlyvej 15, 8930 Denmark",56.47055,10.050184,2017-04-24,2017.0,2017.0,2017-04-24,,2017.0,
104,316-1,Dronningensvej Apotek,7,"Dronningensvej 5, st. tv.",5800.0,06Jun2016 0:00:00.000,,1083.0,450.0,1083.0,"Dronningensvej 5, st. tv., 5800 Denmark",55.3127,10.7896,2016-06-06,2016.0,2016.0,2016-06-06,,2016.0,
105,144,Dronninglund Apotek,6,Slotsgade 64,9330.0,01-01-1876 00:00,,1081.0,810.0,1081.0,"Slotsgade 64, 9330 Denmark",57.159268,10.289593,1876-01-01,1876.0,2008.0,1876-01-01,,1876.0,
106,078-2,Dæmningens Apotek,7,Dæmningen 17,7400.0,06Dec2018 0:00:00.000,,1082.0,657.0,1082.0,"Dæmningen 17, 7400 Denmark",56.132607,8.960486,2018-12-06,2018.0,2018.0,2018-12-06,,2018.0,
107,070,Ebeltoft Apotek,6,Bryggerivej 4,8400.0,01-01-1815 00:00,,1082.0,706.0,1082.0,"Bryggerivej 4, 8400 Denmark",56.199654,10.681064,1815-01-01,1815.0,2008.0,1815-01-01,,1815.0,
108,273-1,Egeris Apotek,7,Kirke Allé 94,7800.0,04Apr2016 0:00:00.000,,1082.0,779.0,1082.0,"Kirke Allé 94, 7800 Denmark",56.551995,9.029709,2016-04-04,2016.0,2016.0,2016-04-04,,2016.0,
109,122,Egtved Apotek,13,Aftensang 10,6040.0,01-01-1871 00:00,,1083.0,630.0,1083.0,"Aftensang 10, 6040 Denmark",55.6193992,9.3069804,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,
