,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,dato,year,dummy,Stdato,Sldato,Styear,Slyear
333,029-1,København Islands Brygge Apotek,7,Islands Brygge 3-5,2300.0,01Feb2003 0:00:00.000,,1084.0,101.0,1084.0,"Islands Brygge 3-5, 2300 Denmark",55.6672418,12.5773125,2003-02-01,2003.0,2008.0,2003-02-01,,2003.0,
334,021,København Kongelig Hof Apotek,6,Store Kongensgade 45,1264.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
335,338,København Linde Apoteket,6,Frederikssundsvej 152,2700.0,01Jan1937 0:00:00.000,,1084.0,101.0,1084.0,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,1937.0,2008.0,1937-01-01,,1937.0,
336,090,København Nørrebro Apotek,6,Nørrebrogade 8,2200.0,01-01-1843 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,1843.0,2008.0,1843-01-01,,1843.0,
337,336,København Oxford Allé Apotek,6,Amagerbrogade 204 B,2300.0,01Jan1936 0:00:00.000,01Jan2009 0:00:00.000,1084.0,101.0,1084.0,"Amagerbrogade 204 B, 2300 Denmark",55.6406697,12.6170905,1936-01-01,1936.0,2008.0,1936-01-01,2009-01-01,1936.0,2009.0
338,134,København Sct. Stefans Apotek,13,Nørrebrogade 140,2200.0,01-01-1881 00:00,,1084.0,101.0,1084.0,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,1881.0,2008.0,1881-01-01,,1881.0,
339,183,København Steno Apotek,6,Vesterbrogade 6 C,1620.0,01Jan1900 0:00:00.000,,1084.0,101.0,1084.0,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,
340,332,København Sydhavnsapoteket,13,Borgbjergsvej 15,2450.0,01Jan1933 0:00:00.000,,1084.0,101.0,1084.0,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,1933.0,2008.0,1933-01-01,,1933.0,
341,199,København Sønderbro Apotek,6,Amagerbrogade 158,2300.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
342,318,København Trekroner Apotek,6,Vigerslev Allé 38,2500.0,01Jan1925 0:00:00.000,,1084.0,101.0,1084.0,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,1925.0,2008.0,1925-01-01,,1925.0,
343,031,København Vaisenhus Apotek,13,Landemærket 3-5,1119.0,01-01-1753 00:00,,1084.0,101.0,1084.0,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
344,197,København Valby Apotek,6,Valby Langgade 49,2500.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
345,202,København Øresunds Apotek,6,Østerbrogade 151,2100.0,01Jan1902 0:00:00.000,,1084.0,101.0,1084.0,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
346,320,København Østerbro Apotek,13,Østerbrogade 101,2100.0,01Jan1929 0:00:00.000,,1084.0,101.0,1084.0,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,1929.0,2008.0,1929-01-01,,1929.0,
347,368,Køge Boholte Apotek,6,Marksvinget 31,4600.0,01Jan1999 0:00:00.000,,1085.0,259.0,1085.0,"Marksvinget 31, 4600 Denmark",55.4481998,12.1655168,1999-01-01,1999.0,2008.0,1999-01-01,,1999.0,
348,014-2,Køge Stations Apotek,7,Rådhusstræde 10G - Overfor Køge S-station,4600.0,14Jun2018 0:00:00.000,,1085.0,259.0,1085.0,"Rådhusstræde 10G - Overfor Køge S-station, 4600 Denmark",55.458,12.1821,2018-06-14,2018.0,2018.0,2018-06-14,,2018.0,
349,014,Køge Torvets Apotek,6,Brogade 1,4600.0,,,1085.0,259.0,1085.0,"Brogade 1, 4600 Denmark",55.4546886,12.1815115,,,2008.0,,,,
350,017-A1,Køgevej Apoteksudsalg,8,Køgevej 108 D,4000.0,,17Sep2016 0:00:00.000,1085.0,265.0,1085.0,"Køgevej 108 D, 4000 Denmark",55.6248165,12.0919499,,,2008.0,,2016-09-17,,2016.0
351,170-5,Køgevejens Apotek,7,Roskildevænget 2B,4000.0,01Apr2020 0:00:00.000,,1085.0,265.0,1085.0,"Roskildevænget 2B, 4000 Denmark",55.627363,12.09159,2020-04-01,2020.0,2020.0,2020-04-01,,2020.0,
352,152,Langeskov Apotek,6,Langeskov Centret 27,5550.0,01-01-1891 00:00,,1083.0,440.0,1083.0,"Langeskov Centret 27, 5550 Denmark",55.360559,10.587606,1891-01-01,1891.0,2008.0,1891-01-01,,1891.0,
353,152-A1,Langeskov Apoteksudsalg,8,Langeskov Centret 6,5550.0,,31Aug2013 0:00:00.000,1083.0,440.0,,"Langeskov Centret 6, 5550 Denmark",55.360255,10.589753,,,2008.0,,2013-08-31,,2013.0
354,274-2,Langå Apotek,7,Bredgade 18,8870.0,01Jun2017 0:00:00.000,,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,2017-06-01,2017.0,2017.0,2017-06-01,,2017.0,
355,274-A2,Langå Apoteksudsalg,8,Bredgade 18,8870.0,,01Jun2017 0:00:00.000,1082.0,730.0,1082.0,"Bredgade 18, 8870 Denmark",56.390427,9.895125,,,2008.0,,2017-06-01,,2017.0
356,064,Lemvig Apotek,6,Vasen 6,7620.0,01-01-1813 00:00,,1082.0,665.0,1082.0,"Vasen 6, 7620 Denmark",56.549513,8.310131,1813-01-01,1813.0,2008.0,1813-01-01,,1813.0,
357,060-5,Lillesø Apotek,7,Adelgade 27,8660.0,01Jan2020 0:00:00.000,,1082.0,746.0,1082.0,"Adelgade 27, 8660 Denmark",56.030857,9.933044,2020-01-01,2020.0,2020.0,2020-01-01,,2020.0,
358,092-1,Lindholm Apotek,7,Lindholm Nærbanevej 1D,9400.0,01Jul2015 0:00:00.000,,1081.0,851.0,1081.0,"Lindholm Nærbanevej 1D, 9400 Denmark",57.0670773,9.9033396,2015-07-01,2015.0,2015.0,2015-07-01,,2015.0,
359,092-A3,Lindholm Apoteksudsalg,8,Lindholm Nærbanevej 1D,9400.0,28Mar2014 0:00:00.000,01Jul2015 0:00:00.000,1081.0,851.0,,"Lindholm Nærbanevej 1D, 9400 Denmark",57.0670773,9.9033396,2014-03-28,2014.0,2014.0,2014-03-28,2015-07-01,2014.0,2015.0
360,341-3,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,01Nov2015 0:00:00.000,01Nov2019 0:00:00.000,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2015-11-01,2015.0,2015.0,2015-11-01,2019-11-01,2015.0,2019.0
361,350-2,Lufthavns Apotek København,7,Lufthavnsboulevarden 6 T2-ST-386,2770.0,01Nov2019 0:00:00.000,,1084.0,185.0,1084.0,"Lufthavnsboulevarden 6 T2-ST-386, 2770 Denmark",55.6352,12.6489,2019-11-01,2019.0,2019.0,2019-11-01,,2019.0,
362,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750.0,,,1085.0,390.0,1085.0,"Lundby Hovedgade 90, 4750 Denmark",55.109002,11.876402,,,2008.0,,,,
363,286-3,Lunderskov Apotek,7,Iver Dahlsvej 4,6640.0,26Nov2018 0:00:00.000,,1083.0,621.0,1083.0,"Iver Dahlsvej 4, 6640 Denmark",55.480185,9.29867,2018-11-26,2018.0,2018.0,2018-11-26,,2018.0,
364,286-2-A2,Lunderskov Apoteksudsalg,8,Storegade 2,6640.0,,26Nov2018 0:00:00.000,1083.0,621.0,1083.0,"Storegade 2, 6640 Denmark",55.479879,9.302652,,,2008.0,,2018-11-26,,2018.0
365,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800.0,,,1084.0,173.0,1084.0,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,,,2008.0,,,,
366,342-1,Lyngby Storcenter Apotek,7,"Lyngby Storcenter nr. 1, st., dør 1",2800.0,11Apr2016 0:00:00.000,,1084.0,173.0,1084.0,"Lyngby Storcenter nr. 1, st., dør 1, 2800 Denmark",55.7704,12.5038,2016-04-11,2016.0,2016.0,2016-04-11,,2016.0,
367,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800.0,01-01-1806 00:00,,1084.0,173.0,1084.0,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,1806.0,2008.0,1806-01-01,,1806.0,
368,278-1,Lynge Apotek,7,Lynge Bytorv 5,3540.0,04Dec2017 0:00:00.000,,1084.0,201.0,1084.0,"Lynge Bytorv 5, 3540 Denmark",55.838075,12.277802,2017-12-04,2017.0,2017.0,2017-12-04,,2017.0,
369,278-A1,Lynge Apoteksudsalg,8,Lynge Bytorv 9,3540.0,,04Dec2017 0:00:00.000,1084.0,201.0,1084.0,"Lynge Bytorv 9, 3540 Denmark",55.838129,12.27783,,,2008.0,,2017-12-04,,2017.0
370,178-1,Lystrup Apotek,7,Lystrup Centervej 85,8520.0,03Dec2001 0:00:00.000,,1082.0,751.0,1082.0,"Lystrup Centervej 85, 8520 Denmark",56.237686,10.234262,2001-12-03,2001.0,2008.0,2001-12-03,,2001.0,
371,084,Løgstør Apotek,13,Østerbrogade 1 B,9670.0,01-01-1832 00:00,01May2018 0:00:00.000,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,1832-01-01,1832.0,2008.0,1832-01-01,2018-05-01,1832.0,2018.0
372,181-2,Løgstør Apotek,7,Østerbrogade 1 B,9670.0,01May2018 0:00:00.000,,1081.0,820.0,1081.0,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,2018-05-01,2018.0,2018.0,2018-05-01,,2018.0,
373,104-2,Løgten Apotek,7,Bytorvet 1 A,8541.0,21Sep2015 0:00:00.000,,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.2765403,10.3159418,2015-09-21,2015.0,2015.0,2015-09-21,,2015.0,
374,104-A2,Løgten Apoteksudsalg,8,Bytorvet 1 A,8541.0,,21Sep2015 0:00:00.000,1082.0,751.0,1082.0,"Bytorvet 1 A, 8541 Denmark",56.2765403,10.3159418,,,2008.0,,2015-09-21,,2015.0
375,300,Løgumkloster Apotek,6,Østergade 5 B,6240.0,01-01-1777 00:00,31Dec2009 0:00:00.000,1083.0,550.0,1083.0,"Østergade 5 B, 6240 Denmark",55.0583573,8.9557444,1777-01-01,1777.0,2008.0,1777-01-01,2009-12-31,1777.0,2009.0
376,302-1,Løgumkloster Apotek,7,Østergade 5B,6240.0,01Jul2010 0:00:00.000,,1083.0,550.0,1083.0,"Østergade 5B, 6240 Denmark",55.05874,8.9538,2010-07-01,2010.0,2010.0,2010-07-01,,2010.0,
377,105-4,Løkken Apotek,7,Jyllandsgade 13,9480.0,,,1081.0,860.0,1081.0,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,,,2008.0,,,,
378,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930.0,04Aug2017 0:00:00.000,,1085.0,360.0,1085.0,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,2017.0,2017.0,2017-08-04,,2017.0,
379,018,Løve Apotek Nykøbing F.,6,Langgade 5,4800.0,01-01-1753 00:00,,1085.0,376.0,1085.0,"Langgade 5, 4800 Denmark",54.76734,11.867126,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
380,018-1,Løve Apotek Nysted,7,Adelgade 13,4880.0,01Jul2013 0:00:00.000,,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,2013.0,2013.0,2013-07-01,,2013.0,
381,018-2,Løve Apotek Østerbro,7,Vendsysselvej 5 B,4800.0,16Nov2015 0:00:00.000,,1085.0,376.0,1085.0,"Vendsysselvej 5 B, 4800 Denmark",54.7544899,11.8895495,2015-11-16,2015.0,2015.0,2015-11-16,,2015.0,
382,015-1,Løve Apoteket Centrum,7,Jyllandsgade 23,7000.0,01-01-1753 00:00,,1083.0,607.0,1083.0,"Jyllandsgade 23, 7000 Denmark",55.565725,9.75506,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
383,015,Løve Apoteket Lillebælt Løvbjerg,6,Strevelinsvej 11,7000.0,01Feb2016 0:00:00.000,,1083.0,607.0,1083.0,"Strevelinsvej 11, 7000 Denmark",55.535377,9.717685,2016-02-01,2016.0,2016.0,2016-02-01,,2016.0,
384,035-2,Løve Apoteket Svendborg Øst,7,Møllergade 92,5700.0,01Dec2017 0:00:00.000,,1083.0,479.0,1083.0,"Møllergade 92, 5700 Denmark",55.063874,10.613521,2017-12-01,2017.0,2017.0,2017-12-01,,2017.0,
385,005-2,Løve Apoteket Vonsildvej,7,Vonsildvej 1 G,6000.0,01Sep2018 0:00:00.000,,1083.0,621.0,1083.0,"Vonsildvej 1 G, 6000 Denmark",55.4572649,9.4757533,2018-09-01,2018.0,2018.0,2018-09-01,,2018.0,
386,092-A1,Løvvang Centret Apoteksudsalg,8,Løvbakken 4,9400.0,,25Apr2014 0:00:00.000,1081.0,851.0,1081.0,"Løvbakken 4, 9400 Denmark",57.0729289,9.9291419,,,2008.0,,2014-04-25,,2014.0
387,096-2,Malling Apotek,7,Stationspladsen 5G,8340.0,01Oct2017 0:00:00.000,,1082.0,751.0,1082.0,"Stationspladsen 5G, 8340 Denmark",56.037669,10.19154,2017-10-01,2017.0,2017.0,2017-10-01,,2017.0,
388,096-A1,Malling Apoteksudsalg,8,Stationspladsen 5,8340.0,,01Oct2017 0:00:00.000,1082.0,751.0,1082.0,"Stationspladsen 5, 8340 Denmark",56.0377018,10.1919687,,,2008.0,,2017-10-01,,2017.0
389,218-1,Mariager Apotek,7,Østergade 10,9550.0,,,1081.0,846.0,1081.0,"Østergade 10, 9550 Denmark",56.651484,9.983627,,,2008.0,,,,
390,025,Maribo Apotek,6,Vestergade 1,4930.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Vestergade 1, 4930 Denmark",54.774378,11.500548,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
391,025-1,Maribo Torvegades Apotek,7,Torvegade 9,4930.0,01Mar2018 0:00:00.000,,1085.0,360.0,1085.0,"Torvegade 9, 4930 Denmark",54.7736,11.505733,2018-03-01,2018.0,2018.0,2018-03-01,,2018.0,
392,302-3,Marsk Apoteket,7,Plantagevej 38,6270.0,03Oct2016 0:00:00.000,,1083.0,550.0,1083.0,"Plantagevej 38, 6270 Denmark",54.939099,8.855148,2016-10-03,2016.0,2016.0,2016-10-03,,2016.0,
393,315,Marstal Apotek,6,Kirkestræde 23,5960.0,01Jan1902 0:00:00.000,,1083.0,492.0,1083.0,"Kirkestræde 23, 5960 Denmark",54.853986,10.518279,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
394,241-3,Mega Syd Apotek,7,Ringvej Syd 100F,8260.0,03Aug2020 0:00:00.000,,1082.0,751.0,,"Ringvej Syd 100F, 8260 Denmark",56.117156,10.154063,2020-08-03,2020.0,2020.0,2020-08-03,,2020.0,
395,047,Middelfart Apotek,6,Jernbanegade 2C,5500.0,01-01-1799 00:00,,1083.0,410.0,1083.0,"Jernbanegade 2C, 5500 Denmark",55.50412,9.734367,1799-01-01,1799.0,2008.0,1799-01-01,,1799.0,
396,015-3,Middelfart Løve Apotek Kløvervej,7,Kløvervej 10-14,5500.0,31Aug2018 0:00:00.000,,1083.0,410.0,1083.0,"Kløvervej 10-14, 5500 Denmark",55.9262958,11.9101248,2018-08-31,2018.0,2018.0,2018-08-31,,2018.0,
397,070-1-A1,Mols Apoteksudsalg,8,Knebel Bygade 21,8420.0,,,1082.0,706.0,1082.0,"Knebel Bygade 21, 8420 Denmark",56.2173791,10.4865902,,,2008.0,,,,
398,052-A1,Munkebo Apoteksudsalg,8,Bycentret 204,5330.0,,,1083.0,440.0,1083.0,"Bycentret 204, 5330 Denmark",55.459958,10.559866,,,2008.0,,,,
399,225-1,Maaløv Apotek,7,Stationsvej 7,2760.0,,,1084.0,151.0,1084.0,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,,,2008.0,,,,
400,241-A2,Mårslet Apoteksudsalg,8,"Hørretvej, Mårslet",8320.0,,11Jun2019 0:00:00.000,1082.0,751.0,1082.0,"Hørretvej, Mårslet, 8320 Denmark",56.0676138,10.1617567,,,2008.0,,2019-06-11,,2019.0
401,241-A4,Mårslet Apoteksudsalg,8,Hørretvej 12,8320.0,01Feb2020 0:00:00.000,,1082.0,751.0,1082.0,"Hørretvej 12, 8320 Denmark",56.067455,10.163977,2020-02-01,2020.0,2020.0,2020-02-01,,2020.0,
402,013,Nakskov Løve Apotek,6,Nygade 17-19,4900.0,01-01-1753 00:00,,1085.0,360.0,1085.0,"Nygade 17-19, 4900 Denmark",54.8296618,11.1403936,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
403,008-1,Neptun Apotek Ribe,7,Seminarievej 1,6760.0,24Nov2016 0:00:00.000,,1083.0,561.0,1083.0,"Seminarievej 1, 6760 Denmark",55.331363,8.768608,2016-11-24,2016.0,2016.0,2016-11-24,,2016.0,
404,233-1,Neptun Apotek Sædding,7,Sædding Center,6710.0,,,1083.0,561.0,1083.0,"Sædding Center, 6710 Denmark",55.4996774,8.4007349,,,2008.0,,,,
405,082,Nexø Apotek,6,Strandgade 7,3730.0,01-01-1830 00:00,,1084.0,400.0,1084.0,"Strandgade 7, 3730 Denmark",55.063241,15.133632,1830-01-01,1830.0,2008.0,1830-01-01,,1830.0,
406,057,Nibe Apotek,13,Mellemgade 9,9240.0,01-01-1804 00:00,30Sep2013 0:00:00.000,1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,1804-01-01,1804.0,2008.0,1804-01-01,2013-09-30,1804.0,2013.0
407,181-1,Nibe Apotek,7,Mellemgade 9,9240.0,01Oct2013 0:00:00.000,,1081.0,851.0,1081.0,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,2013-10-01,2013.0,2013.0,2013-10-01,,2013.0,
408,152-2,Niels Bohrs Allé Apotek,7,Niels Bohrs Allé 150,5230.0,29Oct2016 0:00:00.000,,1083.0,461.0,1083.0,"Niels Bohrs Allé 150, 5230 Denmark",55.377048,10.432013,2016-10-29,2016.0,2016.0,2016-10-29,,2016.0,
409,196,Nimtofte Apotek,6,Ryomgårdvej 21,8581.0,01Jan1902 0:00:00.000,28Feb2010 0:00:00.000,1082.0,706.0,1082.0,"Ryomgårdvej 21, 8581 Denmark",56.408,10.5686,1902-01-01,1902.0,2008.0,1902-01-01,2010-02-28,1902.0,2010.0
410,079-1,Nivå Apotek,7,Nivå Center 75,2990.0,,,1084.0,210.0,1084.0,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,,,2008.0,,,,
411,297,Nordborg Apotek,6,Storegade 28,6430.0,01-01-1835 00:00,11Jul2014 0:00:00.000,1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282,1835-01-01,1835.0,2008.0,1835-01-01,2014-07-11,1835.0,2014.0
412,298-1,Nordborg Apotek,7,Storegade 28,6430.0,01Feb2014 0:00:00.000,,1083.0,540.0,1083.0,"Storegade 28, 6430 Denmark",55.057527,9.745282,2014-02-01,2014.0,2014.0,2014-02-01,,2014.0,
413,278-2,Nordhavn Apotek,7,Århusgade 134 A,2150.0,27Mar2020 0:00:00.000,,1084.0,101.0,1084.0,"Århusgade 134 A, 2150 Denmark",55.7076295,12.5947013,2020-03-27,2020.0,2020.0,2020-03-27,,2020.0,
414,189-3,Nr. Aaby Apotek,7,Grønnegade 12,5580.0,23Oct2017 0:00:00.000,,1083.0,410.0,1083.0,"Grønnegade 12, 5580 Denmark",55.461115,9.877491,2017-10-23,2017.0,2017.0,2017-10-23,,2017.0,
415,189-A1,Nr. Aaby Apoteksudsalg,8,Østergade 34,5580.0,,23Oct2017 0:00:00.000,1083.0,410.0,1083.0,"Østergade 34, 5580 Denmark",55.459959,9.87795,,,2008.0,,2017-10-23,,2017.0
416,316,Nyborg Apotek,6,Kongegade 8,5800.0,01Jan1924 0:00:00.000,,1083.0,450.0,1083.0,"Kongegade 8, 5800 Denmark",55.311506,10.790021,1924-01-01,1924.0,2008.0,1924-01-01,,1924.0,
417,053-3,Nyholm Apotek,7,Nyholmvej 20 C/o Bilka Holstebro,7500.0,01Sep2019 0:00:00.000,,1082.0,661.0,1082.0,"Nyholmvej 20 C/o Bilka Holstebro, 7500 Denmark",56.3601,8.6161,2019-09-01,2019.0,2019.0,2019-09-01,,2019.0,
418,062,Nykøbing Apotek,6,Algade 20,4500.0,01-01-1809 00:00,,1085.0,306.0,1085.0,"Algade 20, 4500 Denmark",55.922181,11.668122,1809-01-01,1809.0,2008.0,1809-01-01,,1809.0,
419,136,Nykøbing F. Svane Apotek,6,Slotsbryggen 1-3,4800.0,01-01-1882 00:00,,1085.0,376.0,1085.0,"Slotsbryggen 1-3, 4800 Denmark",54.7717368,11.8639389,1882-01-01,1882.0,2008.0,1882-01-01,,1882.0,
420,314,Nykøbing Mors Sct. Clemens Apotek,6,Algade 3,7900.0,01Jan1923 0:00:00.000,,1081.0,773.0,1081.0,"Algade 3, 7900 Denmark",56.794109,8.857267,1923-01-01,1923.0,2008.0,1923-01-01,,1923.0,
421,075,Nysted Apotek,6,Adelgade 13,4880.0,01-01-1827 00:00,30Jun2013 0:00:00.000,1085.0,376.0,1085.0,"Adelgade 13, 4880 Denmark",54.668997,11.728762,1827-01-01,1827.0,2008.0,1827-01-01,2013-06-30,1827.0,2013.0
422,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850.0,01-01-1873 00:00,,1084.0,230.0,1084.0,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,1873.0,2008.0,1873-01-01,,1873.0,
423,177-1,Næsby Apotek,7,Bogensevej 49,5270.0,01Oct2016 0:00:00.000,,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,2016-10-01,2016.0,2016.0,2016-10-01,,2016.0,
424,177-A2,Næsby Apoteksudsalg,8,Bogensevej 49,5270.0,,01Oct2016 0:00:00.000,1083.0,461.0,1083.0,"Bogensevej 49, 5270 Denmark",55.418505,10.359541,,,2008.0,,2016-10-01,,2016.0
425,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700.0,01-01-1753 00:00,,1085.0,370.0,1085.0,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,1753.0,2008.0,1753-01-01,,1753.0,
426,188-1,Næstved Sct. Jørgens Apotek,7,Sct. Jørgens Park 34,4700.0,,,1085.0,370.0,1085.0,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,,,2008.0,,,,
427,012-1,Næstved Storcenter Apotek,7,Næstved Storcenter nr. 3 butik 45,4700.0,01Nov2015 0:00:00.000,,1085.0,370.0,1085.0,"Næstved Storcenter nr. 3 butik 45, 4700 Denmark",55.2299,11.7609,2015-11-01,2015.0,2015.0,2015-11-01,,2015.0,
428,012-A2,Næstved Storcenter Apoteksudsalg,8,Næstved Storcenter,4700.0,,30Oct2015 0:00:00.000,1085.0,370.0,1085.0,"Næstved Storcenter, 4700 Denmark",55.2537564,11.7823968,,,2008.0,,2015-10-30,,2015.0
429,188,Næstved Svane Apotek,6,Torvestræde 8,4700.0,01Jan1900 0:00:00.000,,1085.0,370.0,1085.0,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,1900.0,2008.0,1900-01-01,,1900.0,
430,195,Nørre Alslev Apotek,6,Apotekergade 1,4840.0,01Jan1902 0:00:00.000,,1085.0,376.0,1085.0,"Apotekergade 1, 4840 Denmark",54.898671,11.879174,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
431,273-2,Nørregades Apotek,7,Nørregade 32 C,7800.0,05Sep2016 0:00:00.000,,1082.0,779.0,1082.0,"Nørregade 32 C, 7800 Denmark",56.5687225,9.0274146,2016-09-05,2016.0,2016.0,2016-09-05,,2016.0,
432,124,Nørre-Nebel Apotek,13,Bredgade 12,6830.0,01Mar2003 0:00:00.000,,1083.0,573.0,1083.0,"Bredgade 12, 6830 Denmark",55.779635,8.286604,2003-03-01,2003.0,2008.0,2003-03-01,,2003.0,
433,156-1,Nørre-Snede Apotek,7,Bredgade 22,8766.0,01Jun2009 0:00:00.000,,1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.9685793,9.3977107,2009-06-01,2009.0,2009.0,2009-06-01,,2009.0,
434,219,Nørre-Snede Apotek,6,Bredgade 22,8766.0,01Jan1906 0:00:00.000,01Jun2009 0:00:00.000,1082.0,756.0,1082.0,"Bredgade 22, 8766 Denmark",55.9685793,9.3977107,1906-01-01,1906.0,2008.0,1906-01-01,2009-06-01,1906.0,2009.0
435,096,Odder Apotek,6,Rosensgade 14,8300.0,01-01-1850 00:00,,1082.0,727.0,1082.0,"Rosensgade 14, 8300 Denmark",55.972531,10.147434,1850-01-01,1850.0,2008.0,1850-01-01,,1850.0,
436,177,Odense Albani Apotek,6,Albanigade 54 F,5000.0,01-01-1899 00:00,,1083.0,461.0,1083.0,"Albanigade 54 F, 5000 Denmark",55.3923896,10.3971025,1899-01-01,1899.0,2008.0,1899-01-01,,1899.0,
437,282,Odense Apoteket Ørnen,6,Vestergade 80,5000.0,01Jan1919 0:00:00.000,,1083.0,461.0,1083.0,"Vestergade 80, 5000 Denmark",55.394452,10.382394,1919-01-01,1919.0,2008.0,1919-01-01,,1919.0,
438,123,Odense Bellinge Apotek,6,Elmegårdsvej 2,5250.0,01-01-1871 00:00,,1083.0,461.0,1083.0,"Elmegårdsvej 2, 5250 Denmark",55.336904,10.315616,1871-01-01,1871.0,2008.0,1871-01-01,,1871.0,
439,357,Odense Bolbro Apotek,13,Middelfartvej 129,5200.0,01Jan1960 0:00:00.000,,1083.0,461.0,1083.0,"Middelfartvej 129, 5200 Denmark",55.394098,10.347762,1960-01-01,1960.0,2008.0,1960-01-01,,1960.0,
440,345,Odense Dalum Apotek,6,Dalumvej 34,5250.0,01Jan1938 0:00:00.000,,1083.0,461.0,1083.0,"Dalumvej 34, 5250 Denmark",55.372132,10.370652,1938-01-01,1938.0,2008.0,1938-01-01,,1938.0,
441,151-1,Odense Rosengården Apotek,7,Ørbækvej 75,5220.0,,,1083.0,461.0,1083.0,"Ørbækvej 75, 5220 Denmark",55.382488,10.428085,,,2008.0,,,,
442,198,Odense Sct. Hans Apotek,6,Skibhusvej 66,5000.0,01Jan1902 0:00:00.000,,1083.0,461.0,1083.0,"Skibhusvej 66, 5000 Denmark",55.406309,10.392826,1902-01-01,1902.0,2008.0,1902-01-01,,1902.0,
443,151,Odense Sct. Knuds Apotek,6,Kongensgade 51,5000.0,01-01-1889 00:00,,1083.0,461.0,1083.0,"Kongensgade 51, 5000 Denmark",55.397363,10.380987,1889-01-01,1889.0,2008.0,1889-01-01,,1889.0,
444,198-1,Odense Vollsmose Apotek,7,"Vollsmose Allé 10, Center Øst",5240.0,,,1083.0,461.0,1083.0,"Vollsmose Allé 10, Center Øst, 5240 Denmark",55.3902,10.5201,,,2008.0,,,,
